Bridge of Remembrance Christchurch New Zealand (Eli Duke),0.3902,0.395063,0.00208987,0.247015,0.275574,0.00103128,-0.255905,-0.0643789,-0.551544
Buenos Aires Botanical Garden Palermo Argentina (Arcibel),0.417139,0.293107,0.00168624,0.188162,0.183189,0.000975705,0.482735,0.375832,0.82584
Buonconsiglio Castle Trento Italy (Matteo Ianeselli),0.192267,0.298199,0.00167971,0.174037,0.16412,0.000921826,2.45003,0.605913,0.619902
Buxton Memorial Fountain London (Patche99z),0.370151,0.389163,0.00213782,0.218225,0.228516,0.000897791,0.204393,0.229865,0.197297
Calakmul Campeche Mexico (Pete Fordham),0.331031,0.340945,0.00227685,0.149943,0.256068,0.0010065,0.655968,0.463164,0.416184
Castello di Gradara (Enrico90p),0.310755,0.337196,0.0021433,0.207971,0.207323,0.00119254,0.363476,1.08541,0.232409
Castillo San Felipe de Barajas Cartagena Colombia (Martin St-Amant),0.398952,0.513153,0.00247859,0.252756,0.235598,0.00114134,0.0891119,-0.387715,-0.256994
Castle Estense Ferrara (Massimo Baraldi),0.452804,0.227314,0.00221012,0.346852,0.115444,0.00106021,0.0888541,0.127693,0.129201
Cathedral Basilica of St. Augustine Florida (Wikiwopbop),0.533469,0.32875,0.00235001,0.164836,0.173256,0.00124175,-1.33271,-0.264182,-0.201279
Chateau Gaillard France (Tango7174),0.377469,0.358885,0.00166401,0.194908,0.189832,0.000753678,0.053631,0.574226,0.461722
Chavin de Huantar Peru (Sharon odb),0.307309,0.297677,0.00197629,0.192845,0.197341,0.00101551,0.648764,0.692231,0.796642
Chhatrapati Shivaji Terminus railway station Mumbai India (Joe Ravi),0.351818,0.320111,0.00306796,0.24097,0.125326,0.000913896,-0.0420228,0.570892,-1.32132
Christ Church Cathedral Missouri (Matthew Black),0.255898,0.310825,0.00180185,0.180898,0.161882,0.00100623,0.930505,1.08909,0.0901221
Connecticut State Capitol Hartford (jglazer75),0.482309,0.257337,0.00233999,0.199337,0.231703,0.00144966,-0.630752,1.11686,-0.322682
Convent of Christ in Tomar (Alvesgaspar),0.354941,0.560858,0.00244278,0.253651,0.296097,0.00106752,0.00429588,-0.311016,-0.786259
Coronation Stone England (Edwardx),0.252467,0.15851,0.0017082,0.245808,0.15752,0.00106912,1.17444,1.69286,0.843069
Cristo Rey Mexico (Pedro Sanchez),0.583419,0.253226,0.00268839,0.153922,0.203774,0.00142599,-1.78532,1.73801,-0.697611
Cueva de las Manos Santa Cruz Argentina (Mariano),0.235063,0.417116,0.00229783,0.377298,0.242635,0.000625271,1.3764,0.684907,-0.30022
Dazu Rock Carvings China (Gisling),0.2478,0.327789,0.0016752,0.145737,0.210385,0.00121737,1.72489,0.626029,0.591241
Duke of York Column London (Lonpicman),0.470732,0.200274,0.00297658,0.229894,0.170664,0.00110989,0.0618004,0.831948,-0.548815
Egg Castle Naples (currybet),0.462475,0.175276,0.00262437,0.231794,0.117532,0.00102346,-0.807694,0.620453,-0.498681
Faisal Mosque Pakistan (Khalid Mahmood),0.442821,0.411746,0.00266624,0.201642,0.232653,0.00112198,-0.568946,0.472728,-0.615962
Fisher Building of Detroit Michigan (Beyond My Ken),0.333125,0.30786,0.00263878,0.304875,0.136563,0.00096334,0.267479,0.361279,-0.527866
Fontaine de l'Observatoire Paris (Steve Cadman),0.360293,0.307986,0.00213389,0.274497,0.245729,0.0015757,0.346839,0.395729,-0.207997
Fontaine du Palmier Paris (MarkusMark),0.489096,0.557113,0.00268103,0.181072,0.274026,0.001159,-0.980404,-0.737167,-1.15007
Fort Matanzas St. Augustine Florida (Intergalacticz9),0.350331,0.196798,0.00233578,0.249916,0.16379,0.00096852,0.321843,0.854903,-0.285216
Fountain of Neptune Bologna (Biopresto),0.301169,0.19468,0.00265249,0.244403,0.141938,0.00120072,0.3198,0.776401,-0.191912
French Resistance Memorial (Jack ma),0.33481,0.439107,0.0019875,0.211218,0.167076,0.000899743,0.156427,0.0394039,-0.26134
Fuerte Bulnes Punta Arenas Chile (Baloo rch),0.54656,0.325273,0.00201208,0.27148,0.160168,0.00112472,-0.923951,0.691584,-0.0250265
Fujian Tulou Fujian China (Gisling),0.357343,0.406601,0.00245608,0.293734,0.274929,0.00125644,0.330677,0.29662,-0.511065
Gate of Supreme Harmony Forbidden City China (Gisling),0.374489,0.449314,0.00271856,0.310511,0.318346,0.00118355,0.122851,-0.0594386,-0.959454
Golden Temple of Amritsar India (Julijan Nyca),0.36171,0.229107,0.00220398,0.288753,0.204289,0.000638593,0.112892,1.28743,-0.283917
Grand Portage Minnesota (Rufus Sarsaparilla),0.463486,0.168899,0.00245698,0.313518,0.139527,0.00110694,0.138764,0.642626,0.174962
Great Living Chola Temples India (Prithviraj),0.24706,0.357764,0.00224109,0.274341,0.192872,0.00110139,0.827945,1.55692,-0.027322
Hemis Monastery Hemis Ladakh India (Michael Douglas Bramwell),0.114269,0.298218,0.00208255,0.155487,0.25052,0.00109368,3.69568,0.632058,0.547851
Hermitage Museum in Saint Petersburg (A. Savin),0.497196,0.242987,0.00232006,0.213922,0.129922,0.000735545,-1.05487,0.4964,-0.432798
Horta Museum Brussels (Oxyman),0.247792,0.536656,0.00138012,0.275027,0.322464,0.0012188,1.19608,-0.131096,0.52976
Hospicio Cabanas Jalisco Mexico (El Agora),0.391303,0.194484,0.00213427,0.28244,0.150683,0.00127507,0.179551,0.617384,0.236575
Iglesia de la Matriz Valparaiso Chile (Humero Simpson),0.509698,0.252564,0.00253905,0.184991,0.128243,0.00120589,-1.22734,0.129397,-0.276924
Iowa Old Capitol Building (Billwhittaker),0.404052,0.42861,0.00238517,0.22176,0.192869,0.000911235,-0.262117,-0.699878,-0.63977
Jantar Mantar India (Knowledge Seeker),0.110478,0.302022,0.00232266,0.144388,0.19093,0.000921332,5.02952,0.275557,-0.21435
John A. Roebling Suspension Bridge (Yassie),0.419219,0.210061,0.00258908,0.255049,0.228572,0.00100874,-0.441119,1.67181,-0.937954
July Column Paris (jean-louis zimmermann),0.499447,0.465796,0.00229824,0.172804,0.241719,0.000775812,-1.39057,-0.456902,-1.10469
Kaiserstein (Alberto Fernandez Fernandez),0.463894,0.327853,0.0023167,0.22053,0.17573,0.000965093,-0.75591,0.107173,-0.201076
Konark Sun Temple India (Alokprasad84),0.412152,0.200439,0.00273327,0.296401,0.207094,0.00110496,0.111881,1.13314,-0.570034
La Santisima Trinidad de Parana Paraguay (Toutiorix),0.256929,0.332739,0.00238014,0.212382,0.233687,0.00109684,0.901922,0.868228,-0.138126
Lake Titicaca Peru (Anthony Lacoste),0.429082,0.375831,0.00236078,0.225388,0.205435,0.00126405,-0.480274,0.279447,-0.507
Lecce Cathedral Italy (Tango7174),0.521634,0.731216,0.00192516,0.173014,0.336863,0.00063278,-1.47591,-0.702586,-0.332775
Les Subsistances Lyon (ENBA Lyon),0.400076,0.494745,0.00268428,0.256481,0.346876,0.00081317,-0.251574,0.070844,-0.655069
Leshan Giant Buddha China (Ariel Steiner),0.280251,0.282538,0.00229222,0.317391,0.145956,0.000822874,1.0168,0.702536,0.179796
Lighthouse of Genoa (Ser Amantio di Nicolao),0.472571,0.141205,0.00290985,0.177461,0.0590374,0.00119197,-1.09002,0.851231,-0.741932
Lion of Belfort (Thomas Bresson),0.262472,0.276099,0.00231126,0.238313,0.187451,0.000664962,0.674636,1.09914,-0.664081
Little Ben London (Tagishsimon),0.296076,0.200086,0.00215409,0.223647,0.223648,0.00142566,0.227301,1.61749,-0.0125176
Longwood Mississippi (Carol M. Highsmith),0.427943,0.590966,0.0017947,0.213912,0.285621,0.000885705,-0.417393,-0.516761,-0.205398
Lotus Temple in New Delhi (Vandelizer),0.386541,0.239319,0.00137871,0.255282,0.197364,0.000932494,-0.245714,0.318544,0.84616
Louisville Water Tower Louisville (W.marsh),0.514621,0.447466,0.00266402,0.168739,0.243874,0.00063155,-1.6624,-0.60564,-1.23883
Lowell Observatory Arizona (Pretzelpaws),0.377627,0.234936,0.00204329,0.223671,0.244995,0.00122801,-0.0409208,1.4129,0.00120388
Madrid City Hall (Gellerj),0.499579,0.0986759,0.0024168,0.310902,0.0688094,0.00111449,-0.338593,3.10998,-0.145736
Mausoleum of the First Qin Emperor China (wit),0.365546,0.346057,0.0019579,0.191527,0.25784,0.00116085,0.75545,0.699768,0.512533
Memorial to Heroic Self Sacrifice London (Iridescent),0.359131,0.321604,0.00209343,0.189679,0.189509,0.000999877,0.468144,0.423647,-0.0490204
Ming Dynasty Tombs Beijing China (Louis le Grand),0.352243,0.262062,0.00202375,0.157468,0.194307,0.00110057,0.541461,0.766349,0.128369
Monastery of Alcobaca (Rei-artur),0.367787,0.278984,0.00227988,0.257039,0.273167,0.00133613,0.324393,1.12157,-0.100838
Monastery of the Hieronymites Lisbon (Alvesgaspar),0.537335,0.256907,0.00225651,0.230584,0.236028,0.000962535,-1.13215,0.93841,-0.208156
Monument to Alfonso XII Madrid (Mfield),0.374017,0.218841,0.00207663,0.282865,0.208148,0.00127227,0.524006,0.916298,0.231964
Monumento San Martin Buenos Aires (Schummy),0.392702,0.237294,0.0019323,0.32874,0.204827,0.00130139,0.437409,0.783779,0.581459
Mother Temple of Besakih Bali (Jack Merridew),0.449187,0.237837,0.00234574,0.288915,0.218146,0.00129507,-0.0296534,1.30605,0.0318747
New Zealand Tomb of the Unknown Warrior Wellington (Nick-D),0.476118,0.185877,0.0023134,0.323691,0.158347,0.00101471,-0.181637,0.760927,-0.412276
New Zealand War Memorial London (Amanda Slater),0.327069,0.329344,0.0024978,0.230527,0.156496,0.00102257,0.640715,0.341003,-0.794935
North Christian Church Columbus (Greg Hume),0.447565,0.577399,0.0021162,0.219305,0.188327,0.000954584,-0.71713,-0.885045,-0.594842
Obelisk of Sao Paulo Sao Paulo Brazil (Lucas B. Sales),0.44164,0.530954,0.00263639,0.192545,0.200908,0.000976782,-0.360189,-0.487309,-0.837836
Old State House Connecticut (Charles Bulfinch),0.2643,0.210128,0.00237269,0.337019,0.198388,0.00116893,1.05086,0.8613,-0.130827
Palace of the Parliament Bucharest (Carpathianland),0.272651,0.429077,0.00163636,0.260701,0.276434,0.00101397,1.06114,0.38779,0.284127
Palacio da Alvorada Brazil (Thum_Fel),0.50728,0.609102,0.0019496,0.18916,0.345334,0.00106362,-1.43951,-0.643948,-0.137981
Palais Brongniart Paris (Pol),0.277076,0.243208,0.00184041,0.243896,0.165282,0.000943744,0.962712,1.33493,-0.111073
Palazzo delle Albere Trento (Danilo Paissan),0.155991,0.191892,0.00259678,0.164015,0.196626,0.00108143,1.70942,0.765875,-0.0682378
Pendinas Wales (OLU),0.413277,0.321139,0.00261185,0.21759,0.163062,0.00118469,-0.0597926,0.625606,-0.13792
Pergamon Museum Berlin (Raimond Spekking),0.456603,0.285881,0.00232008,0.264755,0.221439,0.0012924,-0.255422,0.894508,-0.234453
Piazza Mazzini Lecce (Paride81),0.281699,0.106656,0.00202505,0.250556,0.142167,0.00105345,0.734382,2.02549,0.355237
Piazza dei Miracoli Pisa Italy (Massimo Catarinella),0.488757,0.437009,0.00208991,0.198743,0.234224,0.00085642,-1.12022,-0.617669,-0.533082
Piazza della Liberta Florence (MarcusObal),0.293465,0.29806,0.00212184,0.225671,0.236928,0.00105668,0.549135,0.539247,-0.306471
Pilgrimage Church of Wies Germany (Mattana),0.437088,0.188601,0.00207033,0.192626,0.112637,0.00101465,-0.413283,2.22485,-0.294127
Place de la Nation Paris (Siren-Com),0.434231,0.247747,0.00256866,0.250148,0.144913,0.00129906,-0.310311,1.43317,-0.515909
Place des Victoires Paris (Sailko),0.419884,0.128616,0.00221541,0.217965,0.0978437,0.00101228,-0.50715,2.43488,0.45777
Ponce de Leon Inlet Light Florida (ErgoSum88),0.414026,0.246408,0.00304606,0.278664,0.242238,0.000939631,-0.265041,1.12533,-1.20161
Pont de Normandie France (Urban),0.458401,0.343233,0.0021906,0.187866,0.164435,0.000789798,-0.80577,0.842802,-1.09381
Porta Sempione Milan (Tobia09),0.363597,0.202518,0.0023622,0.231519,0.142885,0.00105417,-0.0849189,1.57654,-0.27027
Porte Saint-Denis Paris (Coyau),0.350499,0.242405,0.0021792,0.22605,0.171582,0.000944383,0.157916,0.787635,-0.710543
Porte Saint-Martin Paris (Vincent de Groot),0.375288,0.219321,0.00224895,0.299696,0.211345,0.00125117,0.247335,1.41888,-0.56328
Portland Observatory Portland (Econrad),0.408696,0.134674,0.00304051,0.405501,0.170448,0.000974547,0.272352,0.994448,-0.453163
Puerta de San Esteban (Ipintza),0.34384,0.219936,0.00197171,0.283075,0.188083,0.000989784,0.428332,1.02612,0.297416
Puerta de Toledo Madrid (Luis Garcia),0.361548,0.202836,0.0024951,0.301327,0.129394,0.000604868,0.248798,0.724101,-0.0281588
Puerta de Trujillo (Cruccone),0.309154,0.347549,0.00175162,0.255735,0.292502,0.000793229,0.433215,0.500301,-0.575166
Pukara de Quitor Chile (bitacoreta),0.0829664,0.51157,0.00161022,0.159615,0.169241,0.000784333,3.73642,0.217947,0.554633
Rainbow Bridge Utah (Jason Hickey),0.0833304,0.434335,0.00235827,0.188834,0.219569,0.000858321,3.62169,-0.793875,0.387557
Rani ki vav Gujarat India (Azaz sayyad),0.567298,0.152617,0.00209065,0.26778,0.0797479,0.00105158,-1.07475,0.623737,-0.258281
Reliance Building Chicago (J. Crocker),0.29278,0.22888,0.00230911,0.254499,0.206835,0.00110216,0.737681,1.75356,-0.10356
Richard Coeur de Lion London (Richard Coeur de Lion),0.124015,0.355228,0.00252114,0.0456664,0.149744,0.000944824,5.88937,0.972503,-0.482588
Roman amphitheater Lecce (Marzoide88),0.482836,0.0744126,0.00215073,0.286613,0.0596937,0.000505218,-0.278463,1.86587,-0.0669656
Roman arch Spain (Lancastermerrin88),0.395307,0.284414,0.00171356,0.315853,0.188579,0.00077765,0.229706,0.812939,0.144547
Royal Palace of Turin (Fredericks),0.543799,0.278415,0.00249715,0.105669,0.154813,0.00105605,-1.89341,0.589863,-0.34371
Salt Cathedral of Zipaquira Cundinamarca Colombia (Novoaparra),0.402697,0.541118,0.000938657,0.280523,0.333383,0.00129817,-0.393848,-0.352961,1.35997
San Petronio Basilica Bologna (Biopresto),0.233121,0.118915,0.00214869,0.240678,0.0975868,0.00118918,1.4607,2.64841,0.559734
Sant'Agostino Rome (Arch2all),0.452677,0.0884649,0.00293034,0.435957,0.0934484,0.000970961,0.280771,2.05565,-0.815158
Silas Deane House Connecticut (Daderot),0.397691,0.357576,0.00173844,0.206301,0.215936,0.00104647,-0.106796,-0.0151509,0.135784
Sowjetisches Ehrenmal (Chrissy85),0.273759,0.458834,0.00214269,0.208044,0.268366,0.00106467,0.774795,0.552417,-0.659139
St. Dominic Church Macau China (Whhalbert),0.249741,0.417354,0.00193752,0.196376,0.213354,0.00114861,1.21689,0.529634,-0.0689923
St. Louis of the French Rome (Maros M r a z),0.234572,0.138145,0.00197966,0.280943,0.169545,0.00118999,1.15788,1.98481,0.430005
Standing Stones of Stenness Scotland (Srvban),0.333006,0.34863,0.0026232,0.179069,0.290369,0.000568833,0.22918,0.518689,-1.20839
Statue of Winston Churchill London (Mistvan),0.18531,0.186524,0.00236354,0.117342,0.170846,0.00104584,1.79106,0.618438,0.367678
Stoclet Palace Brussels (Dimsfikas),0.375747,0.163158,0.00218808,0.211703,0.143573,0.000922836,-0.0648309,2.02384,-0.721576
The Great Buddha of Kamakura Japan (Dirk Beyer),0.352052,0.143172,0.00246792,0.238731,0.160908,0.00122722,-0.156938,2.34673,-0.0536015
The Great Sphinx at Giza Egypt (Berthold Werner),0.282458,0.457674,0.00255493,0.236832,0.156602,0.00087235,0.446017,0.376225,0.193121
The Great Wall of China (Nicolas Perrault III),0.347056,0.462523,0.00239294,0.217606,0.261271,0.00125988,0.634858,0.345268,0.0526338
The Valle de los Caidos (Pablo Forcen Soler),0.455535,0.411104,0.00256785,0.20693,0.24467,0.00104297,-0.719515,-0.245289,-0.538345
Town Hall of Bremen (AssetBurned),0.340693,0.168858,0.00218293,0.298075,0.121583,0.00119637,0.516822,1.36667,0.0479941
Turin Cathedral (moi-meme),0.294,0.15237,0.00253096,0.250101,0.165782,0.00140425,0.383393,2.26254,-0.238208
Wainwright Building Missouri (Holger.Ellgaard),0.200231,0.380078,0.00178045,0.253154,0.172022,0.000860449,1.45491,-0.337045,-0.138209
