Fort Matanzas St. Augustine Florida (Intergalacticz9),0.127791,0.108394,0.0532982,0.0282136,0.0146016,0.00592153,0.0703055,0.027096,0.0128079,0.0673503,0.00374927,0.0176282,0.0177533,0.0768403,0.0965203,0.271729
Fountain of Neptune Bologna (Biopresto),0.0959862,0.0650896,0.040314,0.0155238,0.0261775,0.00568101,0.0544987,0.0143733,0.0106265,0.0434112,0.00471496,0.0231976,0.0133758,0.0578013,0.0554124,0.473816
French Resistance Memorial (Jack ma),0.0824366,0.0807954,0.042244,0.0159298,0.0197351,0.00289751,0.0754433,0.0121688,0.00500417,0.0482803,0.00187212,0.0168522,0.0094139,0.0836804,0.0542482,0.448998
Fuerte Bulnes Punta Arenas Chile (Baloo rch),0.130293,0.103014,0.0476977,0.0261441,0.0242198,0.00886353,0.0663585,0.0242764,0.0122184,0.0633118,0.0060243,0.0292632,0.0206575,0.0690846,0.101429,0.267145
Fujian Tulou Fujian China (Gisling),0.156687,0.0918211,0.0473604,0.0269635,0.0249976,0.0121423,0.0540444,0.0298707,0.0211613,0.0520651,0.0108052,0.0302462,0.0242372,0.0589521,0.0935438,0.265102
Gate of Supreme Harmony Forbidden City China (Gisling),0.121654,0.0866329,0.0504095,0.0264489,0.0227216,0.00872801,0.0705549,0.0287281,0.0157045,0.0647187,0.00635479,0.0261113,0.0219781,0.0761751,0.0925139,0.280565
Golden Temple of Amritsar India (Julijan Nyca),0.109348,0.100704,0.0439729,0.0240446,0.0147774,0.00674045,0.0677578,0.0266075,0.00695716,0.0604412,0.00286891,0.0193424,0.0127324,0.0814861,0.0929776,0.329242
Grand Portage Minnesota (Rufus Sarsaparilla),0.105149,0.097687,0.04004,0.0171545,0.016288,0.00351604,0.0638086,0.0122074,0.00626362,0.0560731,0.00218685,0.0168767,0.0122698,0.0634837,0.0821229,0.404873
Great Living Chola Temples India (Prithviraj),0.142684,0.118489,0.041906,0.0274481,0.0183823,0.00705869,0.0572891,0.0272471,0.016037,0.0538676,0.00544897,0.0197412,0.0191497,0.0621614,0.102226,0.280864
Hemis Monastery Hemis Ladakh India (Michael Douglas Bramwell),0.13583,0.0690692,0.0422174,0.0229047,0.0287577,0.0123191,0.0478494,0.0266232,0.0232215,0.0473206,0.0112295,0.0295318,0.0222073,0.056602,0.0673972,0.356919
Hermitage Museum in Saint Petersburg (A. Savin),0.133371,0.105389,0.0445689,0.0230558,0.0225969,0.0092778,0.0599661,0.0273416,0.0130885,0.0577042,0.00626747,0.0268763,0.0179943,0.0689784,0.111452,0.272072
Horta Museum Brussels (Oxyman),0.116879,0.0723404,0.0568308,0.0258783,0.0316803,0.011297,0.0761879,0.0251055,0.00970791,0.064534,0.00588002,0.0374258,0.0198399,0.0871931,0.0743949,0.284826
Hospicio Cabanas Jalisco Mexico (El Agora),0.110082,0.0941237,0.0518499,0.0245475,0.0210284,0.00744912,0.0807962,0.0228458,0.00775949,0.0722935,0.00321401,0.0229827,0.0163007,0.0884247,0.0924978,0.283805
Iglesia de la Matriz Valparaiso Chile (Humero Simpson),0.0922405,0.070746,0.0402626,0.0237914,0.0188278,0.00914886,0.0586822,0.0315615,0.00892627,0.0569284,0.00425646,0.0266758,0.0136934,0.0860216,0.0725581,0.385679
Iowa Old Capitol Building (Billwhittaker),0.12273,0.0819682,0.0555275,0.0274179,0.024524,0.00824296,0.0776657,0.0273352,0.0137696,0.0674941,0.00574439,0.0274636,0.0197337,0.0874826,0.081326,0.271575
Jantar Mantar India (Knowledge Seeker),0.160786,0.0908008,0.0549399,0.0298112,0.0308057,0.00900196,0.0658859,0.02491,0.0179031,0.0628449,0.00776491,0.0323429,0.0247367,0.0685641,0.0853047,0.233597
John A. Roebling Suspension Bridge (Yassie),0.120196,0.109097,0.0427069,0.0240525,0.0226432,0.00673007,0.0683198,0.0264669,0.0141595,0.05946,0.00529268,0.0222426,0.0148097,0.0787787,0.0782726,0.306772
July Column Paris (jean-louis zimmermann),0.0596417,0.0594684,0.0305076,0.0162805,0.0112685,0.00343102,0.0550109,0.0225397,0.00316037,0.0412997,0.00129181,0.0135155,0.00717027,0.0736189,0.0568088,0.544986
Kaiserstein (Alberto Fernandez Fernandez),0.157489,0.136032,0.0366649,0.0284813,0.0234742,0.011773,0.0361876,0.0300211,0.0247699,0.0428242,0.0108541,0.0251791,0.0217872,0.047275,0.0785595,0.288628
Konark Sun Temple India (Alokprasad84),0.11607,0.0850169,0.0424557,0.0240545,0.0178793,0.00839553,0.0552456,0.028053,0.0114639,0.051796,0.00519063,0.0228159,0.0158361,0.0631161,0.0785256,0.374086
La Santisima Trinidad de Parana Paraguay (Toutiorix),0.121991,0.0890916,0.0544023,0.0229776,0.0179127,0.00645989,0.0738015,0.0214992,0.0126176,0.0613236,0.00555164,0.0213881,0.0168036,0.0754392,0.0816442,0.317096
Lake Titicaca Peru (Anthony Lacoste),0.155912,0.102686,0.0435255,0.0265606,0.0281407,0.0127585,0.0488023,0.0295599,0.0211036,0.0472324,0.011582,0.0316612,0.0226812,0.0575179,0.0905395,0.269737
Lecce Cathedral Italy (Tango7174),0.0893858,0.0724004,0.0375897,0.0237794,0.0238598,0.0103107,0.0619633,0.0320116,0.00997339,0.0556259,0.00483454,0.0279378,0.0148984,0.0857226,0.0693759,0.380331
Les Subsistances Lyon (ENBA Lyon),0.0921719,0.0541289,0.0331241,0.0145146,0.0147021,0.00342391,0.0421625,0.0152818,0.0111968,0.0273642,0.00313037,0.0125757,0.0114015,0.0516967,0.0473699,0.565755
Leshan Giant Buddha China (Ariel Steiner),0.156744,0.101512,0.0684035,0.0245784,0.0207605,0.00767236,0.0760769,0.0206926,0.0150543,0.0726539,0.00654773,0.0231748,0.0200125,0.0786213,0.0963773,0.211118
Lighthouse of Genoa (Ser Amantio di Nicolao),0.0829995,0.105251,0.0443778,0.0249354,0.0176295,0.0036541,0.0825871,0.0240564,0.00552906,0.0599752,0.00146415,0.0159541,0.00938738,0.0910107,0.0692794,0.361909
Lion of Belfort (Thomas Bresson),0.139198,0.0674575,0.0607746,0.0263144,0.0284017,0.015876,0.0624592,0.0338263,0.021507,0.0606959,0.0123075,0.0367042,0.0231532,0.0817027,0.0737195,0.255902
Little Ben London (Tagishsimon),0.111228,0.0875086,0.0335362,0.01501,0.0355617,0.00408297,0.0648194,0.0129312,0.0101062,0.0388789,0.0035002,0.0212393,0.0138267,0.0700324,0.0758939,0.401844
Longwood Mississippi (Carol M. Highsmith),0.108485,0.0601242,0.0284494,0.0198606,0.0246044,0.0108949,0.043896,0.0244751,0.0193895,0.0365224,0.0102909,0.0230183,0.0183748,0.0535153,0.0687323,0.449367
Lotus Temple in New Delhi (Vandelizer),0.102716,0.0757861,0.0516352,0.0261889,0.0258231,0.00991309,0.0758431,0.0318993,0.0116218,0.0652966,0.00621073,0.0313909,0.0170961,0.0880318,0.0743799,0.306167
Louisville Water Tower Louisville (W.marsh),0.0900669,0.0979342,0.0322767,0.022291,0.0233664,0.00383493,0.0724724,0.0220562,0.0078163,0.0520658,0.00205171,0.0185027,0.0117783,0.0838759,0.075257,0.384353
Lowell Observatory Arizona (Pretzelpaws),0.101143,0.100099,0.0478056,0.0230932,0.0169447,0.00421236,0.0806439,0.0214636,0.00889194,0.065389,0.00252405,0.0164388,0.0136497,0.085482,0.0839111,0.328308
Madrid City Hall (Gellerj),0.108442,0.0784006,0.0467755,0.0237531,0.0231112,0.00921435,0.0713926,0.0306475,0.0116391,0.0624513,0.00539324,0.0298925,0.0164924,0.0850552,0.0834486,0.313891
Mausoleum of the First Qin Emperor China (wit),0.112187,0.0772238,0.0702169,0.0209945,0.0173028,0.00713283,0.0828655,0.0184974,0.00985717,0.0803798,0.00478883,0.019704,0.0144942,0.0839612,0.0677471,0.312646
Memorial to Heroic Self Sacrifice London (Iridescent),0.149319,0.130096,0.0587835,0.0203223,0.0119186,0.00532846,0.0777072,0.0169719,0.0097217,0.0686601,0.00374315,0.0140654,0.0138051,0.0780324,0.114749,0.226777
Ming Dynasty Tombs Beijing China (Louis le Grand),0.160744,0.0863774,0.0550098,0.0267933,0.0289936,0.0154608,0.0591217,0.0312037,0.0233306,0.0570133,0.0145001,0.0339778,0.0252456,0.0675686,0.0835213,0.231139
Monastery of Alcobaca (Rei-artur),0.133819,0.0746764,0.0376641,0.0250107,0.0276717,0.0107767,0.0462859,0.0297929,0.0205607,0.041675,0.00970656,0.0298024,0.0210979,0.0553597,0.064183,0.371918
Monastery of the Hieronymites Lisbon (Alvesgaspar),0.0914779,0.0770611,0.0620182,0.0205266,0.0172477,0.00734618,0.0947995,0.0237077,0.0057516,0.0683935,0.00279109,0.0190562,0.0109112,0.101219,0.0778703,0.319822
Monument to Alfonso XII Madrid (Mfield),0.133979,0.0850137,0.0438025,0.0223868,0.0182672,0.00969697,0.0519667,0.0291058,0.0163636,0.0455639,0.00773542,0.0229158,0.0184749,0.0627659,0.0856647,0.346297
Monumento San Martin Buenos Aires (Schummy),0.157422,0.0903436,0.0379407,0.0257748,0.0272737,0.0175219,0.0375365,0.0318718,0.0253705,0.0375926,0.0150292,0.0301033,0.0218673,0.0449248,0.0753874,0.32404
Mother Temple of Besakih Bali (Jack Merridew),0.102273,0.0970434,0.0450442,0.0191839,0.0135744,0.00411692,0.0629497,0.0167482,0.00853147,0.0528726,0.00348558,0.014802,0.0134969,0.0689983,0.075057,0.401822
New Zealand Tomb of the Unknown Warrior Wellington (Nick-D),0.124356,0.100818,0.0578191,0.0270274,0.0178537,0.00667203,0.0746786,0.0247283,0.0106474,0.0719964,0.00398648,0.0201415,0.016939,0.0818013,0.0920086,0.268527
New Zealand War Memorial London (Amanda Slater),0.124992,0.0822142,0.05529,0.0238905,0.0256488,0.00645781,0.0812605,0.0204427,0.0112353,0.068512,0.00486652,0.0261597,0.0178971,0.0831465,0.0814388,0.286548
North Christian Church Columbus (Greg Hume),0.141162,0.0610871,0.0462528,0.028206,0.0353643,0.0180112,0.0477636,0.0432624,0.029107,0.0379397,0.0213284,0.0432498,0.0288325,0.0545679,0.0817659,0.282099
Obelisk of Sao Paulo Sao Paulo Brazil (Lucas B. Sales),0.108689,0.0857977,0.0349704,0.0260203,0.0277408,0.00664077,0.0686897,0.0233443,0.0124475,0.0502238,0.00480088,0.0251109,0.017789,0.0748841,0.0760388,0.356812
Old State House Connecticut (Charles Bulfinch),0.0895128,0.0875667,0.0496383,0.0165001,0.023297,0.003926,0.0760791,0.0142607,0.00760949,0.0606145,0.00256415,0.0200084,0.0112486,0.0935815,0.0786611,0.364932
Palace of the Parliament Bucharest (Carpathianland),0.158209,0.0824221,0.0554748,0.0261655,0.0284485,0.0116815,0.0678163,0.029115,0.02211,0.0611552,0.00974899,0.031938,0.0247145,0.0724175,0.0817593,0.236824
Palacio da Alvorada Brazil (Thum_Fel),0.0989857,0.102212,0.0304315,0.0177209,0.0284799,0.00416295,0.0520204,0.0163143,0.007271,0.0386111,0.00226083,0.0245199,0.00920852,0.0683182,0.0649269,0.434556
Palais Brongniart Paris (Pol),0.120409,0.0924853,0.0747172,0.0225112,0.0192523,0.00644519,0.0886187,0.0210794,0.0121937,0.0790158,0.00476835,0.022735,0.0169375,0.111859,0.0848852,0.222087
Palazzo delle Albere Trento (Danilo Paissan),0.100057,0.076616,0.0448436,0.0175494,0.0121444,0.00623074,0.0558201,0.0174233,0.0099916,0.0541226,0.00465079,0.0153329,0.0131685,0.0602979,0.0747095,0.437042
Pendinas Wales (OLU),0.129415,0.0746744,0.034086,0.0306889,0.0321382,0.0145427,0.0497928,0.0403753,0.0311348,0.0448807,0.0126867,0.0340007,0.0247046,0.0571871,0.0730611,0.316631
Pergamon Museum Berlin (Raimond Spekking),0.169102,0.089348,0.0481123,0.0249085,0.0425692,0.0104708,0.0614623,0.0247028,0.0191566,0.052423,0.0100386,0.0424712,0.0242224,0.0570648,0.0888547,0.235092
Piazza Mazzini Lecce (Paride81),0.114815,0.121007,0.0465043,0.0191475,0.0107637,0.00520528,0.0649325,0.0174577,0.00785101,0.0565419,0.00301399,0.0134,0.0112014,0.0701419,0.0902521,0.347765
Piazza dei Miracoli Pisa Italy (Massimo Catarinella),0.0877251,0.0898548,0.0460065,0.0247869,0.0161239,0.00631887,0.0729258,0.0281957,0.00786922,0.069372,0.00282917,0.0197227,0.0127448,0.0919238,0.083673,0.339928
Piazza della Liberta Florence (MarcusObal),0.0972779,0.0845683,0.0460366,0.0206884,0.0136341,0.00647062,0.0682728,0.0249422,0.00726397,0.0646236,0.00314158,0.0178388,0.0121778,0.0860455,0.081268,0.36575
Pilgrimage Church of Wies Germany (Mattana),0.113159,0.0889521,0.0537115,0.0247406,0.0251867,0.00597693,0.0868736,0.0232589,0.0113961,0.0715967,0.00402676,0.024787,0.0163738,0.0950099,0.0851261,0.269824
Place de la Nation Paris (Siren-Com),0.141569,0.102972,0.0539291,0.0285875,0.0228236,0.00678099,0.071216,0.0248245,0.0160357,0.071216,0.0050352,0.0253463,0.0217404,0.0727962,0.0948429,0.240284
Place des Victoires Paris (Sailko),0.121824,0.087971,0.0448756,0.0230051,0.0224916,0.0110823,0.0645297,0.0273902,0.014522,0.0583555,0.00774967,0.0279554,0.0183963,0.0735968,0.0918025,0.304452
Ponce de Leon Inlet Light Florida (ErgoSum88),0.0739449,0.0713628,0.0430944,0.02543,0.0150732,0.00773306,0.0680179,0.034867,0.00722446,0.0567705,0.00377038,0.0197285,0.0105142,0.0827091,0.0669086,0.412851
Pont de Normandie France (Urban),0.115269,0.0552269,0.0450364,0.0262247,0.0353029,0.0195332,0.0518,0.0438941,0.0247156,0.0533271,0.0178799,0.0486136,0.0237236,0.0754635,0.0677801,0.296209
Porta Sempione Milan (Tobia09),0.121959,0.0827364,0.042984,0.0281415,0.0259184,0.00976515,0.0606807,0.0311667,0.0169117,0.0591804,0.00719176,0.0290396,0.0205205,0.0802103,0.0794704,0.304124
Porte Saint-Denis Paris (Coyau),0.120818,0.0858722,0.0544268,0.0236026,0.0236083,0.0124696,0.0674455,0.0321342,0.0165048,0.0622915,0.00945824,0.0311177,0.0192951,0.0808392,0.0913503,0.268766
Porte Saint-Martin Paris (Vincent de Groot),0.139959,0.122127,0.049114,0.0229359,0.0224563,0.00650962,0.0659177,0.0212219,0.0120101,0.0631842,0.00478734,0.0225752,0.0162615,0.0766892,0.0998711,0.25438
Portland Observatory Portland (Econrad),0.0875095,0.079798,0.0210793,0.0148547,0.0151446,0.00529602,0.0344254,0.0179561,0.00947305,0.0260931,0.00471864,0.0145966,0.0119116,0.0381043,0.0811482,0.537891
Puerta de San Esteban (Ipintza),0.0944856,0.102183,0.0515343,0.0165809,0.00959814,0.00256213,0.0805142,0.0123237,0.00436383,0.0703408,0.00123802,0.00960662,0.00848034,0.0812736,0.0901395,0.364775
Puerta de Toledo Madrid (Luis Garcia),0.100089,0.111505,0.0461305,0.0227715,0.016901,0.00359891,0.0840207,0.0204483,0.00620561,0.0637222,0.00173014,0.0158827,0.0103342,0.0936014,0.0880417,0.315017
Puerta de Trujillo (Cruccone),0.0840623,0.0852631,0.0573566,0.0226647,0.0115671,0.00489832,0.0835407,0.0258675,0.00448836,0.0700122,0.00181693,0.0145246,0.0086327,0.102893,0.0802772,0.342134
Pukara de Quitor Chile (bitacoreta),0.158459,0.124205,0.0487494,0.0277639,0.021001,0.0080232,0.0654794,0.0241595,0.0193838,0.0751999,0.00594859,0.0246348,0.0215817,0.0671481,0.0870211,0.221242
Rainbow Bridge Utah (Jason Hickey),0.133027,0.0826673,0.0529865,0.0274739,0.0210866,0.00938521,0.0627682,0.0281743,0.0173912,0.0624787,0.00753028,0.025736,0.021915,0.0696298,0.0792352,0.298515
Rani ki vav Gujarat India (Azaz sayyad),0.149218,0.0884356,0.0598338,0.0244005,0.0259615,0.0125528,0.0668888,0.0272465,0.0208571,0.062653,0.0112767,0.0274228,0.023118,0.0732258,0.0948468,0.232062
Reliance Building Chicago (J. Crocker),0.089786,0.0683903,0.0599294,0.0151854,0.0300921,0.0036829,0.0972239,0.0136941,0.00710529,0.0677761,0.00221813,0.0221439,0.0112115,0.0994687,0.0644802,0.347612
Richard Coeur de Lion London (Richard Coeur de Lion),0.153819,0.0819259,0.0698785,0.0199375,0.0475215,0.00773826,0.0812596,0.0158516,0.0127056,0.0722301,0.00664161,0.0432915,0.0185971,0.0865008,0.0755802,0.206521
Roman amphitheater Lecce (Marzoide88),0.164958,0.108245,0.0626111,0.027116,0.0196787,0.00779094,0.0713919,0.022607,0.0165117,0.067118,0.00631476,0.0225637,0.0219102,0.0695041,0.103406,0.208273
Roman arch Spain (Lancastermerrin88),0.123536,0.0868358,0.048851,0.0267654,0.0249323,0.0109228,0.0710225,0.0283371,0.0125672,0.0671243,0.00680827,0.03097,0.0197718,0.0768788,0.0878539,0.276823
Royal Palace of Turin (Fredericks),0.103635,0.0903767,0.0493085,0.0271195,0.0168033,0.00939135,0.0711537,0.0292888,0.0100459,0.0647485,0.00503471,0.0230111,0.0151701,0.0856903,0.0960936,0.303129
Salt Cathedral of Zipaquira Cundinamarca Colombia (Novoaparra),0.0784542,0.0623086,0.0381946,0.0259385,0.0174733,0.00993162,0.064354,0.0376743,0.0094858,0.0570515,0.004587,0.0271617,0.0165562,0.0866733,0.0743188,0.389837
San Petronio Basilica Bologna (Biopresto),0.103018,0.090774,0.0446908,0.0167905,0.0147968,0.0036861,0.070339,0.0127258,0.00594912,0.0521821,0.00222307,0.0139373,0.0103842,0.0677829,0.0790692,0.411651
Sant'Agostino Rome (Arch2all),0.101145,0.0779581,0.0456751,0.0167522,0.0166558,0.00731938,0.0567826,0.0165063,0.0100406,0.0524567,0.00523395,0.0189487,0.013733,0.0634874,0.0829879,0.414317
Silas Deane House Connecticut (Daderot),0.140358,0.0900645,0.0512765,0.0246874,0.0222964,0.00962081,0.0693538,0.0281716,0.0155814,0.0646253,0.00726621,0.0274992,0.0203009,0.074616,0.0952789,0.259003
Sowjetisches Ehrenmal (Chrissy85),0.162137,0.106924,0.0571207,0.0295143,0.0201281,0.00780356,0.0670865,0.0260639,0.0183819,0.0703994,0.00602205,0.0231597,0.0243723,0.0681993,0.098104,0.214583
St. Dominic Church Macau China (Whhalbert),0.0981793,0.093219,0.052472,0.0214002,0.0179072,0.0050074,0.0903091,0.023023,0.00785042,0.0680395,0.00280609,0.0179278,0.0116111,0.100912,0.0868357,0.3025
St. Louis of the French Rome (Maros M r a z),0.104016,0.0723365,0.0601152,0.0175677,0.0164366,0.00507129,0.0741283,0.0143479,0.00753636,0.0665155,0.00333955,0.0172952,0.0138853,0.0805202,0.0743318,0.372557
