Blue Domed Church in Santorini (Hhss8228),0.0780281,25.522,88104.7,66682.9,16.0505,0.502403,12307.3,0.0404109,723.477,12.8768,237934,0.0782377,25.5579,105983,75816.3,29.3927,0.514331,2396.14,0.0411213,141.394,13.341,48768.7,0.0789737,24.887,89018.7,69084.9,26.2508,0.496805,2979.41,0.0402295,175.57,12.4001,61974.7,0.0791438,25.3415,103179,74676.2,28.9297,0.51135,2511.83,0.0415666,146.367,13.1057,51265.1
Bolivar Square Bogota Colombia (Martin St-Amant),0.20862,15.2432,20748.8,9837,7.17029,0.615759,87.4947,0.124762,10.9281,10.2283,1410.26,0.210228,14.1261,32220,14139.7,51.8474,0.66446,22.7532,0.140464,3.5089,9.98472,349.118,0.199011,14.4244,23729,11824.7,42.6625,0.627786,39.3125,0.123613,7.16805,9.79143,591.319,0.210406,14.118,32227.6,14062.8,51.5408,0.666417,25.9744,0.140542,3.65097,9.97809,406.187
Booker T. Washington National Monument Virginia (MarmadukePercy),0.0733912,27.5526,85662.1,151970,30.2597,0.231188,2443.25,0.0162985,115.426,6.60618,78374.5,0.0741794,27.4193,179753,216245,57.6026,0.326476,741.405,0.022389,38.5082,9.35747,24558,0.0750007,27.3871,90451.1,158800,42.362,0.231997,1243.77,0.0165387,66.2426,6.58879,41035.4,0.0743907,27.4265,161410,207260,55.2154,0.311883,789.206,0.0216551,40.4116,8.91036,26124.2
Boyana Church Sofia (Aleksander Dragnes),0.150867,20.1371,121125,98473.5,40.2775,0.414798,101.284,0.0532515,30.4415,8.65529,1413.92,0.138165,21.1833,265394,144162,78.509,0.534006,42.9772,0.0624897,15.2008,11.9593,533.781,0.128796,21.9489,205130,126410,68.3385,0.497025,73.5784,0.051345,28.8907,11.6484,836.959,0.139522,21.2949,313376,154261,84.6261,0.562235,35.9709,0.0662068,12.6272,12.7312,460.784
Bran Castle in Transylvania (Simbotin),0.109329,16.9987,150957,174156,46.1583,0.401681,565.063,0.04336,28.2935,7.10144,18586.4,0.108542,17.2656,236165,214205,57.4063,0.470766,251.298,0.0495713,13.9259,8.53502,7857.62,0.106464,17.5451,116596,153041,40.43,0.363528,451.077,0.0370543,26.4849,6.84574,13704.7,0.106937,17.4948,247733,216200,58.7163,0.477148,254.83,0.0491629,14.0203,8.80972,7933.56
Bridge of Remembrance Christchurch New Zealand (Eli Duke),0.167842,18.1618,72623.7,95578.8,19.3788,0.328599,8891.68,0.0393873,994.085,6.69647,111242,0.16559,17.8642,150946,153443,45.1884,0.396017,1678.94,0.0495382,188.158,7.76249,25370.4,0.170128,17.0222,74730.7,114614,32.3772,0.301993,3190.14,0.0390149,373.37,5.7611,54064.5,0.169927,17.6043,128872,140578,41.4063,0.379403,2106.36,0.049242,234.097,7.29988,31926
Buenos Aires Botanical Garden Palermo Argentina (Arcibel),0.114092,19.5938,61630.9,38840.9,27.7549,0.530058,71.3545,0.0538958,8.9779,11.4474,1067.68,0.116564,19.1451,90456.1,49273.7,46.0672,0.581491,27.5295,0.0614513,3.91641,12.1256,398.447,0.114932,19.1803,64755.3,42145.9,39.2847,0.525542,39.8263,0.054588,5.91299,11.0267,568.576,0.116763,19.0598,91413.9,49788.9,46.3514,0.582748,26.8464,0.0618272,3.88378,12.0457,389.849
Buonconsiglio Castle Trento Italy (Matteo Ianeselli),0.122841,15.9556,506844,538511,55.4425,0.436512,129.695,0.0529885,14.1009,7.51779,2539.61,0.119758,16.1174,946429,758938,206.507,0.515536,43.914,0.0599598,5.04154,8.87665,853.384,0.121311,15.8743,541110,579738,156.36,0.434933,94.7895,0.0511473,9.85214,7.52943,2136.67,0.118345,16.4306,875932,713895,197.821,0.505854,48.2217,0.0580832,5.70667,8.92145,900.196
Buxton Memorial Fountain London (Patche99z),0.0952878,16.2863,148136,288286,54.503,0.302989,1501.09,0.0279538,90.576,5.34593,26742.2,0.0962903,16.0623,281413,399859,74.8113,0.394284,536.824,0.0379193,31.8655,6.60667,9910.41,0.0985051,15.7406,137806,276432,40.8312,0.299074,1153.1,0.0295232,68.4894,4.96619,21781.7,0.0975882,15.963,265730,388831,73.3409,0.38298,485.56,0.0377345,28.4655,6.36372,9186.6
Calakmul Campeche Mexico (Pete Fordham),0.115148,14.5143,25607.6,27783.1,17.2361,0.47637,633.967,0.056445,15.9661,6.9968,29596.1,0.110397,15.6855,41981.8,33043.5,29.2025,0.559517,117.917,0.0620467,3.81761,8.99318,5204.88,0.108424,15.9513,31494.5,28828.4,25.646,0.506795,150.624,0.0543816,5.09577,8.52718,6582.99,0.110062,15.7032,41618.3,32921.7,29.0554,0.558152,119.517,0.0615053,3.87378,9.00623,5281.09
Castello di Gradara (Enrico90p),0.108305,21.3903,168073,158057,43.011,0.403056,387.741,0.0398723,22.8974,9.28401,14590,0.108426,21.0425,373522,231065,83.3124,0.525758,183.396,0.0528152,9.78093,11.9953,7241.33,0.104344,21.7619,201213,172374,62.579,0.429059,304.189,0.0395432,18.5817,10.2319,11347.1,0.108211,21.2035,212180,184793,66.5289,0.426762,232.596,0.0414719,13.3936,9.94432,8850.07
Castillo San Felipe de Barajas Cartagena Colombia (Martin St-Amant),0.10558,18.7658,178414,270197,35.2355,0.323038,10191.6,0.0284155,656.646,6.68531,164286,0.107761,18.5805,337687,379900,87.447,0.40992,1696.83,0.0378301,113.162,8.30939,27637.6,0.10504,18.7458,222947,315983,72.5669,0.345311,2198.07,0.0303533,150.469,7.21516,35811,0.105556,18.7205,395593,406564,93.6769,0.435447,1608.08,0.0385533,107.528,8.97512,26104.1
Castle Estense Ferrara (Massimo Baraldi),0.104538,19.4384,8407.78,6732.84,9.1855,0.487455,371.329,0.0492645,21.8228,9.75533,11549.4,0.11088,18.9314,12978.9,8744.08,12.0853,0.539067,194.998,0.0567465,10.3477,10.457,6054.63,0.110273,18.8087,8297.02,6860.1,9.33503,0.483135,359.509,0.0500452,19.53,9.24772,11369.6,0.111869,18.6796,11961.7,8621.85,11.7772,0.523383,183.348,0.0568269,9.88989,9.86353,5948.67
Cathedral Basilica of St. Augustine Florida (Wikiwopbop),0.165097,15.4669,7771.94,6417.6,9.18568,0.481285,670.569,0.0777908,42.84,7.85533,19448.2,0.163126,15.0371,10363.4,8522.55,11.7737,0.489735,449.071,0.0761073,24.0908,7.8719,13824.8,0.164244,14.8906,6271.11,6199.38,6.37422,0.442976,686.934,0.0692654,44.2928,7.07489,21126.1,0.164112,14.918,9745.14,8501.18,11.6828,0.476304,274.944,0.076022,17.8007,7.44263,8490.12
Chateau Gaillard France (Tango7174),0.149288,11.3076,10091.7,16075.4,9.08719,0.406289,1099.98,0.0604781,77.5338,4.7319,18553.3,0.14509,11.8403,16856.7,21450.5,16.8542,0.460248,333.256,0.067782,25.2116,5.34947,5424.65,0.143221,12.0991,10886.3,17218.9,13.8123,0.392323,453.37,0.0564699,35.6039,4.80193,7374.47,0.142886,12.2048,14176.6,19029,15.4015,0.438332,332.145,0.0630776,26.0643,5.35777,5470.15
Chavin de Huantar Peru (Sharon odb),0.107236,14.6257,12043.2,15586,11.5592,0.444951,171.222,0.0492611,9.19396,6.3796,5395.85,0.104482,15.2167,24657.3,22667.3,22.8607,0.54376,45.1383,0.0599722,2.81629,7.73682,1302.66,0.103042,15.2418,19896.6,20740.4,20.7354,0.506192,56.6977,0.0540444,3.55975,7.37978,1636.89,0.104598,15.1569,24156.8,22350,22.5159,0.542154,49.0882,0.0593075,3.01092,7.79385,1427.4
Chhatrapati Shivaji Terminus railway station Mumbai India (Joe Ravi),0.0633958,26.4169,270278,231591,40.0388,0.448705,7581.31,0.0283674,211.747,11.5354,273882,0.0615177,26.7164,515069,330474,96.0541,0.540351,2041.15,0.0330601,57.3982,14.0758,73683.4,0.0616198,26.3542,267089,238831,67.9806,0.44389,3450.87,0.0268443,97.9422,11.3838,124394,0.0623311,26.5365,467174,317482,92.7772,0.51979,2096.91,0.0324235,58.9796,13.4143,75669.6
Christ Church Cathedral Missouri (Matthew Black),0.155417,16.683,72869.2,55530,23.3515,0.483581,667.006,0.0655538,61.5138,8.32272,15206.2,0.163734,16.317,105349,70368.5,44.4877,0.519971,279.075,0.0774796,17.8164,8.83727,7885.54,0.176519,15.311,55275.1,48249.1,29.7415,0.453705,559.429,0.0745499,41.3655,7.14009,15003.6,0.162013,16.2095,98553.5,69490.8,43.4747,0.507034,226.75,0.0742091,16.1381,8.48229,6170.96
Connecticut State Capitol Hartford (jglazer75),0.250546,15.3985,35314,20466.9,15.7753,0.538484,516.748,0.126419,36.1611,8.17723,20910.9,0.243525,15.3291,51467.9,26809.9,27.3149,0.573059,181.338,0.132591,15.1054,8.44453,7420.18,0.24089,15.0176,35471.5,22403.2,22.3755,0.519693,261.309,0.118579,25.9368,7.43421,10667,0.24193,15.4592,50071.4,26534.6,27.1621,0.566557,171.385,0.13117,15.1933,8.34732,7279.86
Convent of Christ in Tomar (Alvesgaspar),0.126926,19.752,276816,220266,45.2644,0.443452,3670.78,0.0501151,331.639,9.02068,46462.8,0.135367,19.083,488352,292191,91.5406,0.529267,999.645,0.0669237,79.569,10.2229,14676.9,0.137367,18.6379,299867,231620,71.2934,0.458261,1356.33,0.0571279,111.371,8.6809,20044,0.134881,19.3016,507332,294145,93.0078,0.536815,852.394,0.067465,69.0037,10.5545,12343.8
Coronation Stone England (Edwardx),0.141174,15.1,19905.6,20493.1,20.5504,0.44977,165.738,0.0615313,17.1093,7.12406,6720.58,0.146579,14.9385,35523.5,27870.6,28.1467,0.524108,57.3021,0.0754419,5.01081,8.06794,2147.87,0.146823,14.7329,21276.5,21597.6,16.1209,0.452074,112.97,0.0657129,10.9166,6.97135,3637.63,0.144138,15.1612,33308.3,26767.9,27.2362,0.514653,58.0023,0.0722163,5.46741,8.08791,2058.26
Cristo Rey Mexico (Pedro Sanchez),0.243257,15.9882,33568.7,43903.4,15.5369,0.348942,10875.3,0.0720214,470.323,5.67133,513747,0.235824,16.3597,59686.7,60619.5,21.7284,0.405655,5738.12,0.0880377,242.573,6.53571,271653,0.232492,15.83,36020.7,45202.6,11.9268,0.360129,15618.4,0.0797665,682.7,5.39355,730677,0.237154,16.444,58309,59982.5,21.4883,0.402839,5648.34,0.0886439,238.172,6.47787,267244
Cueva de las Manos Santa Cruz Argentina (Mariano),0.0740646,21.2387,150848,134992,49.3288,0.478384,23.4834,0.0339743,2.37992,10.5897,419.644,0.07485,21.1333,253504,168481,82.4767,0.579186,13.5275,0.0421806,1.31565,12.6753,245.816,0.0737446,21.1707,166032,141965,68.7309,0.49392,20.9804,0.0350858,2.17176,10.8762,383.245,0.0753474,20.9872,241474,165745,80.8994,0.569318,13.9172,0.0418756,1.33651,12.3335,257.515
Dazu Rock Carvings China (Gisling),0.134672,23.4004,130041,102074,38.7046,0.405973,204.677,0.0463002,65.3826,10.1921,1898.58,0.136334,23.3741,209008,126550,73.0806,0.479632,94.9269,0.0560095,33.5542,11.9306,928.435,0.132217,23.7865,149738,106118,61.1185,0.434349,147.486,0.0473989,55.2744,11.1321,1524.24,0.13362,23.6043,238866,134162,77.5756,0.501814,85.0092,0.056625,31.3742,12.6077,800.005
Duke of York Column London (Lonpicman),0.0780057,23.8298,9348,6007.09,11.0259,0.526105,669.872,0.0374693,15.9247,13.2136,34482.3,0.0795757,23.1912,13333.4,7822.73,13.9906,0.561213,358.128,0.0425658,8.00257,13.3774,19057.1,0.0780359,22.912,8654.49,6330.67,6.90449,0.498069,793.761,0.0350249,17.7682,12.1981,42036.8,0.0785546,23.3912,13422.5,7769.21,13.9352,0.564492,367.14,0.0422763,8.3172,13.624,19343.7
Egg Castle Naples (currybet),0.0884881,19.8195,17685,23309.2,9.44594,0.363607,3103.28,0.0328728,93.0788,7.19312,138610,0.088827,19.5394,45145.1,39158.3,27.7419,0.481372,654.99,0.0437825,19.8333,9.18117,29016.4,0.0894917,19.0733,31765.4,33370.2,22.8729,0.435243,951.347,0.0401167,29.2251,7.94883,41705.8,0.0883972,19.5592,45027.9,38960.3,27.5221,0.483218,702.946,0.0434159,20.9087,9.28039,31277.4
Faisal Mosque Pakistan (Khalid Mahmood),0.10298,19.9152,243314,249879,38.3497,0.404956,8306.92,0.0344716,314.306,8.70713,233269,0.105285,19.4938,376076,320293,73.0076,0.458319,2091.3,0.0411814,75.4177,9.54235,64869.7,0.108201,18.2071,191372,245617,52.4952,0.363867,4186.99,0.0328155,148.52,7.19703,131555,0.105247,19.3599,384515,326805,73.8827,0.461348,2406.59,0.0412038,85.5005,9.60053,74603.7
Fisher Building of Detroit Michigan (Beyond My Ken),0.0845009,22.2518,27261.7,12309.9,20.6496,0.641401,107.062,0.0532093,5.45679,14.7024,2632.42,0.0868376,21.7591,29716.8,13208.4,22.0472,0.64836,73.4053,0.0568914,3.58326,14.2877,1886.67,0.0920601,21.25,7566.14,6463.31,8.82543,0.455157,257.146,0.0452078,13.2705,9.52261,6496.41,0.08426,22.5163,28780.9,12624.4,21.4583,0.647023,79.6468,0.0542773,4.1414,14.8853,1887.34
Fontaine de l'Observatoire Paris (Steve Cadman),0.218259,19.6959,69240,78699.7,22.0553,0.319161,6812.11,0.0510934,808.863,6.19716,171652,0.198031,21.6984,136317,109656,44.4847,0.397493,1205.76,0.0588067,321.089,8.38871,26698,0.19044,22.0455,93011,91270.4,37.2298,0.343464,1618.78,0.0470677,518.596,7.3391,33681.1,0.203254,21.1977,153419,116709,46.8595,0.414978,1081.58,0.06344,273.729,8.44564,24300.1
Fontaine du Palmier Paris (MarkusMark),0.208341,19.6324,35077.2,10963.3,18.9795,0.68967,583.376,0.136633,37.5164,13.4366,10901.6,0.206045,20.2908,43427.9,12332.6,21.7271,0.71722,336.212,0.141539,22.434,14.5435,6125.74,0.202352,20.2481,37954.4,11302.8,14.8982,0.701254,545.534,0.136065,37.0367,14.1755,9695.28,0.205919,20.3282,43698.3,12348,21.7867,0.718415,334.706,0.141936,22.1919,14.6275,6086.68
Fort Matanzas St. Augustine Florida (Intergalacticz9),0.0739976,20.8926,137510,178854,39.1779,0.381394,750.488,0.0266278,30.0229,8.09454,26086.8,0.0742191,20.8529,332936,262813,77.3696,0.533711,282.6,0.0370285,11.4645,11.3848,9857.12,0.0734379,20.9163,235715,225738,66.0851,0.473979,363.177,0.0325534,15.5657,10.1315,12437.9,0.0754959,20.8005,295756,251630,75.0115,0.505779,238.166,0.0355821,9.81663,10.7424,8190.71
Fountain of Neptune Bologna (Biopresto),0.0902458,20.3339,17318,14737,11.8605,0.484301,669.178,0.0412714,15.2642,10.5429,39848.5,0.0907676,20.2557,28383.3,19501.5,20.9875,0.545968,379.108,0.0474504,7.90552,11.5789,23007.4,0.0917536,19.6583,17288.1,14812.6,15.5988,0.486888,708.227,0.0424858,15.5061,10.1782,42615.4,0.091872,20.0312,28210,19882.7,21.1921,0.540733,285.066,0.0478848,6.26554,11.2547,17122.7
French Resistance Memorial (Jack ma),0.135514,15.8237,29838.6,37524.1,19.8173,0.385965,2298.58,0.0511022,172.522,6.49035,38833.8,0.137572,15.5063,48062.9,51721.6,26.8933,0.429975,744.987,0.0580367,51.254,6.99943,13415.1,0.141405,14.5996,19436.4,35036.3,12.8038,0.31414,1720.36,0.0437523,116.777,4.82366,33506.5,0.136725,15.5597,49857.7,52683,27.4159,0.434292,695.74,0.0581977,48.0096,7.10134,12522.7
Fuerte Bulnes Punta Arenas Chile (Baloo rch),0.233128,13.4408,3727.89,5153.67,5.15264,0.338774,900.463,0.0844384,118.649,4.36692,16246.7,0.223227,14.223,8748.37,8124.99,12.9341,0.431743,217.186,0.0947585,27.8751,6.06562,4278.5,0.221374,14.6438,5687.91,6551.68,10.6283,0.366817,301.158,0.07945,42.6333,5.35201,5622.25,0.228369,14.1661,7704.83,7812.86,12.4814,0.403719,226.531,0.0950015,29.0861,5.46919,4354.94
Fujian Tulou Fujian China (Gisling),0.108157,21.0905,91515.4,93751.8,30.3289,0.419402,1305.78,0.0435573,274.49,8.91399,21606.9,0.10145,21.8718,222500,149697,63.1292,0.551714,207.772,0.0511575,34.317,12.4084,3810.74,0.0980739,22.0447,182022,137736,57.1229,0.51692,269.402,0.0453427,42.4871,11.8268,5355.77,0.102242,21.8274,228851,150932,63.759,0.557736,214.075,0.0525319,33.7745,12.4961,3920.91
Gate of Supreme Harmony Forbidden City China (Gisling),0.153682,20.2989,119464,76051.7,25.9831,0.522822,3139.12,0.0762819,255.153,9.8669,63078.4,0.154034,21.0198,200703,110019,54.0272,0.58174,405.185,0.0865456,32.7401,11.6325,8738.63,0.134958,21.9324,118781,93611.8,43.1547,0.483645,589.208,0.059084,55.2534,10.2672,12661.8,0.144482,21.4917,185602,109585,52.6166,0.564029,462.148,0.072306,35.8618,11.7756,10083
Golden Temple of Amritsar India (Julijan Nyca),0.0764572,20.8942,48235.3,84769.3,19.3366,0.311233,5193.27,0.0231248,239.233,6.89078,122514,0.0784655,19.9422,130932,149987,44.6163,0.422872,1307.05,0.0320509,59.8344,9.05124,30913,0.0781618,19.7586,97393.3,126752,37.2338,0.389488,2299.26,0.0296384,104.993,8.21318,54582,0.0784586,19.8938,136747,153532,45.503,0.428802,1333.06,0.0325971,61.1272,9.11475,31504.6
Grand Portage Minnesota (Rufus Sarsaparilla),0.0834904,19.1558,12948.6,17543.3,7.51791,0.390549,2076.04,0.0320825,54.2054,7.87096,115115,0.085979,18.9611,24194.6,26710,25.1352,0.446262,397.062,0.0404206,11.4555,8.54982,21589.6,0.0860469,19.073,13677.9,20190.5,19.1302,0.366573,665.329,0.0343498,20.0661,7.0929,35898.7,0.0861997,19.0332,24169.5,26155.7,24.8272,0.448239,486.598,0.0405822,13.8273,8.61456,26701.8
Great Living Chola Temples India (Prithviraj),0.157661,14.7093,36876.4,32283.9,17.2861,0.483336,703.711,0.0723516,25.2669,7.16177,31469,0.162133,14.5043,79091,49770.7,39.5099,0.587641,209.376,0.0906083,7.88295,8.63302,9400.91,0.156144,14.5558,58041.3,43861.8,33.9757,0.535978,294.192,0.0810199,13.5177,7.88674,13104,0.162696,14.4528,74322,48471,38.4354,0.576338,219.871,0.0891132,8.05856,8.4064,9868.85
Hemis Monastery Hemis Ladakh India (Michael Douglas Bramwell),0.136306,14.0359,39969.9,39033.2,20.4521,0.495003,464.695,0.0705282,12.6313,7.04508,27224.7,0.132711,14.2676,61079.1,50335,34.9395,0.547072,118.646,0.0749827,4.55433,7.79314,6392.21,0.127491,14.4534,44209.3,42692.1,28.9546,0.50535,181.008,0.0671036,8.38361,7.29319,9370.15,0.133333,14.2373,60307.4,49742.2,34.674,0.545209,130.171,0.0753441,4.7643,7.77383,7102.26
Hermitage Museum in Saint Petersburg (A. Savin),0.0787967,21.3258,174305,188284,30.5488,0.417999,5646.7,0.0302619,189.117,9.8707,179105,0.0818385,19.4385,404940,377316,106.422,0.477782,487.591,0.0373523,17.1994,10.0284,15093.9,0.0841858,18.174,273387,328107,85.5258,0.42372,716.462,0.0344893,26.1563,8.2623,22097.6,0.0820429,19.4769,397173,370031,104.944,0.477286,550.134,0.0375596,19.3441,10.0378,17006.8
Horta Museum Brussels (Oxyman),0.189008,18.6163,134579,119217,27.1485,0.416791,4391.84,0.0609669,3894.07,8.01827,12386.3,0.196115,18.2422,204488,152245,46.1333,0.461261,1029.96,0.0720685,785.037,8.82079,5722.46,0.198778,18.9199,92201.1,98093.7,30.033,0.373,2810.02,0.0655764,2078.34,7.37923,17083.9,0.192129,18.7784,223717,156910,47.9172,0.475825,822.41,0.0709767,605.399,9.48945,4987.32
Hospicio Cabanas Jalisco Mexico (El Agora),0.102452,20.6677,64032.5,90586.1,32.6193,0.33148,1632.86,0.0349526,150.14,6.97659,51470.3,0.102671,20.6706,156999,140787,51.1217,0.444246,666.479,0.0465622,63.679,9.39849,20714.1,0.100856,20.8462,94565.1,107359,27.9278,0.379501,1309.46,0.0396564,162.866,8.017,37810.1,0.103385,20.5691,148630,138617,50.1155,0.435164,596.689,0.046154,63.7487,9.16343,18211.6
Iglesia de la Matriz Valparaiso Chile (Humero Simpson),0.114984,19.0409,29337.1,37958.6,11.9928,0.357283,6368.73,0.036858,318.654,7.53934,233161,0.112637,18.3895,56168.3,59265.2,23.8236,0.417801,3320.91,0.0428325,105.922,8.31308,131447,0.114313,17.7693,33180.6,45322.9,17.7131,0.361514,5022.11,0.0392835,184.834,6.62774,197844,0.113794,18.1422,54851.4,60342.4,24.0699,0.409524,2226.36,0.0430069,74.3842,7.99374,90262.7
Iowa Old Capitol Building (Billwhittaker),0.107044,18.2165,116134,115942,29.2522,0.448249,3597.78,0.0481906,203.526,8.45704,68999.2,0.103689,18.5964,195676,150961,54.9605,0.523417,716.138,0.0539036,38.1897,9.9817,15115.7,0.103296,18.0759,118689,121243,42.4498,0.453922,1039.82,0.04651,56.3894,8.47246,22211.4,0.103105,18.6745,207938,155054,56.5851,0.533192,664.956,0.0546636,35.8352,10.1943,13933.8
Jantar Mantar India (Knowledge Seeker),0.0973686,18.7672,97136.4,82752.8,26.842,0.477336,1260.87,0.049596,32.9828,8.95224,57124.5,0.0925386,19.1736,153287,107497,55.2081,0.540729,300.366,0.0517759,9.65451,10.3916,12722.4,0.0922392,19.2405,106002,91272.3,46.6989,0.476425,375.978,0.0461645,12.8517,9.18902,15624.3,0.0929293,19.1609,164623,111080,57.1944,0.551726,261.136,0.0532738,8.44229,10.58,10986.9
John A. Roebling Suspension Bridge (Yassie),0.109104,24.3434,16429.8,8957.01,11.6414,0.551327,259.536,0.0549566,13.8888,13.3641,10334.6,0.120459,23.5773,28698.8,12013.1,20.7891,0.628816,108.588,0.0729886,5.13994,14.5072,4618.38,0.122685,22.9608,21912.8,10263.5,17.692,0.5934,211.37,0.0702173,9.19956,13.2476,9212.94,0.123022,22.9714,26463.1,11503.8,19.883,0.616936,139.105,0.0745472,6.49725,13.6986,5999.87
July Column Paris (jean-louis zimmermann),0.137659,18.5061,76406.6,71677.6,19.6134,0.407601,16016.9,0.0499624,1330.09,8.47999,228853,0.135871,18.3708,145055,105459,28.4902,0.48402,4455.75,0.0605232,327.865,9.70983,70250.2,0.137843,17.9422,75887.5,77490.5,20.6516,0.391915,6838.45,0.0481735,499.361,7.76824,109044,0.136312,18.4396,148000,106350,28.9167,0.485557,3928.23,0.0609842,289.064,9.81608,62459.4
Kaiserstein (Alberto Fernandez Fernandez),0.11963,18.431,25059.4,13345.9,7.06504,0.607446,481.441,0.0766487,17.1997,11.459,15643.2,0.110959,19.0332,33882.6,17014.9,51.7483,0.633327,44.5322,0.0757355,2.63333,11.9624,1172.39,0.109158,19.1232,29951.1,16297.1,49.1375,0.608711,48.9349,0.0707609,2.96706,11.6087,1273.87,0.11353,18.8805,33510.3,16825.7,51.3875,0.632019,45.2762,0.0782281,2.59216,11.8302,1203.15
Konark Sun Temple India (Alokprasad84),0.0931961,21.5088,120716,93766.3,17.9516,0.468279,3723.82,0.0419104,76.3057,10.21,205567,0.0961336,21.436,253185,135399,101.228,0.5785,819.333,0.0546264,17.565,12.5245,45293.8,0.0958529,21.4907,180751,114794,85.5579,0.524579,1033.99,0.049845,23.0998,11.268,57015.6,0.0958084,21.5094,251250,134704,100.866,0.577216,810.441,0.054199,17.4363,12.5869,44966.5
