Faisal Mosque Pakistan (Khalid Mahmood),0.046838,0.517132,0.0171025,0.0972367,0.248573,0.000103138,0.000999309,0.000618546,0.000711088,0.0551044,0.015581
Fisher Building of Detroit Michigan (Beyond My Ken),0.0538996,0.336276,0.363123,0.0620388,0.000368965,8.78488e-006,0.073279,0.0319638,0.000355787,0.0763142,0.00237192
Fontaine de l'Observatoire Paris (Steve Cadman),0.313816,0.271544,0.0108704,0.057245,0.122707,0,0.0460493,0.000999331,4.91743e-005,0.176653,6.69317e-005
Fontaine du Palmier Paris (MarkusMark),0.124688,0.61443,0.0147619,0.0614259,0.102871,1.63265e-005,0.00204354,0.00442993,0.000576871,0.0646803,0.0100762
Fort Matanzas St. Augustine Florida (Intergalacticz9),0.138069,0.272207,0.0285795,0.338666,0.0880834,0,0.00104587,0.000997053,0.000182184,0.130702,0.00146839
Fountain of Neptune Bologna (Biopresto),0.100427,0.00256458,0.348229,0.0982021,0.00742917,0.00065,0.0178437,0.00277708,0.00277708,0.411108,0.00799167
French Resistance Memorial (Jack ma),0.0961146,0.397595,0.230856,0.0185526,0.184988,0.00095625,0.000146354,0.000113542,0.0004,0.0283375,0.0419406
Fuerte Bulnes Punta Arenas Chile (Baloo rch),0.315648,0.546259,0.0965579,0.0176522,0.000274694,0,0,0.022375,3.12152e-006,0.00122988,0
Fujian Tulou Fujian China (Gisling),0.147675,0.335646,0.13755,0.219389,0.0779593,0.000173,0.0195,0.00319333,0.00152433,0.0337877,0.0236033
Gate of Supreme Harmony Forbidden City China (Gisling),0.1125,0.412011,0.0257039,0.30503,0.00561641,0.0547952,0.0139064,0.00585404,0.0400096,0.022287,0.00228712
Golden Temple of Amritsar India (Julijan Nyca),0.047547,0.0412721,0.26533,0.569843,0.00281592,0.0281062,0.004247,0.0005406,0.00122528,0.000206992,0.0388656
Grand Portage Minnesota (Rufus Sarsaparilla),0.100943,0.0552319,0.0867444,0.244195,0.119662,2.53642e-006,0.00521869,0.0186364,0.00958261,0.278257,0.0815257
Great Living Chola Temples India (Prithviraj),0.0876838,0.29653,0.510423,0.0379017,0.000541404,0.00524789,0.0287509,0.0019147,0.0216957,0.00930786,2.26056e-006
Hemis Monastery Hemis Ladakh India (Michael Douglas Bramwell),0.0647214,0.0057017,0.396849,0.219864,0.0580457,0.00238546,0.0012296,0.00272878,0.0295347,0.209639,0.00930023
Hermitage Museum in Saint Petersburg (A. Savin),0.0803895,0.585066,0.0421252,0.178243,0.061395,0.00164822,0.00197206,0.00463123,0.000327543,0.0402247,0.0039771
Horta Museum Brussels (Oxyman),0.372386,0.165893,0.202379,0.0652081,0.0328282,0.0772291,0.000243965,0.00678875,0.0438621,0.00351651,0.0296661
Hospicio Cabanas Jalisco Mexico (El Agora),0.265016,0.271502,0.0521141,0.27879,0.0299173,1.51596e-006,0.0056964,0.00865821,0.000750968,0.0870105,0.000542903
Iglesia de la Matriz Valparaiso Chile (Humero Simpson),0.199516,0.520913,0.022201,0.216302,0.0187992,9.81535e-006,0.000618625,0.00263955,0.000467262,0.0107558,0.00777815
Iowa Old Capitol Building (Billwhittaker),0.0732905,0.486476,0.0591819,0.0888835,0.209902,0.0101067,0.00795962,0.00211432,0.00399146,0.0562859,0.00180799
Jantar Mantar India (Knowledge Seeker),0.043766,0.000350965,0.445558,0.123204,0.134533,0.0118411,0.0165252,0.00183802,0.00440584,0.183809,0.0341672
John A. Roebling Suspension Bridge (Yassie),0.082623,0.175828,0.186847,0.176149,0.0245971,0.000812696,0.00120684,0.00194629,0.000380188,0.341168,0.00844088
July Column Paris (jean-louis zimmermann),0.132979,0.6881,0.0214882,0.0661747,0.0701599,1.46947e-006,0.000210134,0.000481318,0.000346127,0.0182065,0.0018526
Kaiserstein (Alberto Fernandez Fernandez),0.122425,0.505408,0.12544,0.15479,0.0528658,0,0.00150213,0.00219105,5.3267e-005,0.0340518,0.00127131
Konark Sun Temple India (Alokprasad84),0.0898494,0.0306327,0.121725,0.0699279,0.0611497,0.00386087,0.0214804,0.0459634,0.0134977,0.453757,0.0881561
La Santisima Trinidad de Parana Paraguay (Toutiorix),0.190085,0.170596,0.150908,0.0449495,0.0590649,0.0011027,0.0136141,0.000540365,0.000477702,0.124371,0.24429
Lake Titicaca Peru (Anthony Lacoste),0.175854,0.451205,0.0990397,0.0241521,0.141468,0.000289917,0.00314204,0.00162379,0.000876109,0.0845502,0.0177994
Lecce Cathedral Italy (Tango7174),0.15859,0.64912,0.0489643,0.0189729,0.0914657,0.00087,0.000331429,0.00595857,0.00146571,0.00452714,0.0197343
Les Subsistances Lyon (ENBA Lyon),0.0469755,0.459574,0.153569,0.14039,0.00377206,0.0162672,0.0284485,0.0011201,0.000566176,0.0821838,0.0671348
Leshan Giant Buddha China (Ariel Steiner),0.0475547,0.0799536,0.177379,0.177147,0.147953,0.00273646,0.235629,0.0305224,0.0522849,0.0467766,0.00206406
Lighthouse of Genoa (Ser Amantio di Nicolao),0.14417,0.367633,0.00985975,0.157471,0.0254284,5.7911e-005,0.000201906,0.000280164,2.50426e-005,0.294838,3.44336e-005
Lion of Belfort (Thomas Bresson),0.026315,0.164662,0.310215,0.302535,0.115927,4.65699e-005,0.0121235,6.36652e-005,0.000165647,0.0451693,0.0227768
Little Ben London (Tagishsimon),0.312585,0.0152543,0.0442914,0.189323,0.0814785,0.000291449,0.00756001,0.00138659,0.00190237,0.33848,0.00744696
Longwood Mississippi (Carol M. Highsmith),0.14068,0.497406,0.0412658,0.066915,0.19144,3.72826e-005,0.00193268,0.00201566,0.00157789,0.0243539,0.0323757
Lotus Temple in New Delhi (Vandelizer),0.492569,0.0947439,0.0688665,0.248899,0.0217514,0.000645909,0.00260569,0.000782968,4.41109e-005,0.0650305,0.00406135
Louisville Water Tower Louisville (W.marsh),0.0230798,0.67743,0.000469322,0.186714,0.0619656,4.72184e-005,0.000188158,0.000229653,2.00321e-005,0.0497947,6.1527e-005
Lowell Observatory Arizona (Pretzelpaws),0.152069,0.0854826,0.0439505,0.25665,0.19029,0,0.000209843,0.00358447,2.07765e-006,0.267753,9.34944e-006
Madrid City Hall (Gellerj),0.16579,0.191706,0.00687668,0.389328,0.0165102,8.9113e-005,0.00353068,0.00626348,0.000954672,0.218572,0.000379441
Mausoleum of the First Qin Emperor China (wit),0.138001,0.0934969,0.0249571,0.0507803,0.410316,0.0517645,0.00303921,0.0123148,0.0193034,0.186178,0.00984879
Memorial to Heroic Self Sacrifice London (Iridescent),0.149002,0.0843978,0.0505068,0.0942337,0.499662,1.25152e-006,0.037003,0.00579054,0.000559305,0.0747852,0.00405894
Ming Dynasty Tombs Beijing China (Louis le Grand),0.102904,0.192103,0.00483073,0.165303,0.414382,9.76563e-006,0.000651042,0.000384115,8.46354e-005,0.118991,0.000358073
Monastery of Alcobaca (Rei-artur),0.115873,0.00925001,0.102284,0.131509,0.23918,0.00224367,0.0201536,0.00524124,0.0023526,0.370509,0.00140315
Monastery of the Hieronymites Lisbon (Alvesgaspar),0.217396,0.40881,0.00530032,0.314225,0.00376618,1.10961e-005,0.000970146,0.00225634,0.000201452,0.0470396,2.35315e-005
Monument to Alfonso XII Madrid (Mfield),0.144006,0.00093166,0.0554222,0.175376,0.310255,1.05463e-007,0.000382409,0.000172748,3.73339e-005,0.313257,0.00016062
Monumento San Martin Buenos Aires (Schummy),0.218846,0.0192182,0.102669,0.138414,0.185325,0,0.00209086,0.0395763,0.0282934,0.265162,0.000405939
Mother Temple of Besakih Bali (Jack Merridew),0.148758,0.0356486,0.11769,0.129124,0.196269,3.94074e-005,0.00221606,0.0223104,0.000736092,0.342838,0.00437082
New Zealand Tomb of the Unknown Warrior Wellington (Nick-D),0.148809,0.219162,0.0916792,0.319913,0.0257842,0.000238167,0.0101506,0.0271379,0.000560417,0.114716,0.0418495
New Zealand War Memorial London (Amanda Slater),0.138847,0.256162,0.0570664,0.0363093,0.206257,0.000128891,0.01006,0.0025352,0.00106471,0.0693237,0.222245
North Christian Church Columbus (Greg Hume),0.111094,0.628148,0.0779771,0.0296562,0.092875,0.0002875,0.0005625,0.00015,6.66667e-005,0.00663125,0.0525521
Obelisk of Sao Paulo Sao Paulo Brazil (Lucas B. Sales),0.021725,0.554575,0.00213333,0.0122646,0.344694,0,0.000425,1.45833e-005,0,0.0630167,0.00115208
Old State House Connecticut (Charles Bulfinch),0.119602,0.0538166,0.241411,0.12435,0.0235797,0.00635986,0.0479312,0.0306564,0.0369499,0.312287,0.00305609
Palace of the Parliament Bucharest (Carpathianland),0.234569,0.182934,0.2782,0.145103,0.0449,0.0200389,0.00044537,0.00100833,0.00237037,0.0240778,0.0663528
Palacio da Alvorada Brazil (Thum_Fel),0.164953,0.616682,0.000614447,0.0712453,0.0299296,0,0.00263368,0.000895872,0.000136023,0.112795,0.000114916
Palais Brongniart Paris (Pol),0.23981,0.210632,0.137211,0.274213,0.0819816,8.13802e-007,0.00219564,0.00138265,0.00167725,0.0494849,0.00141113
Palazzo delle Albere Trento (Danilo Paissan),0.044165,0.0255156,0.0608007,0.242853,0.26517,5.58315e-005,0.00302003,0.000322528,8.33197e-005,0.320212,0.0378016
Pendinas Wales (OLU),0.0596582,0.412598,0.0581445,0.106849,0.296178,0.000777995,0.00407878,0.00921224,0.00149414,0.0439681,0.00704102
Pergamon Museum Berlin (Raimond Spekking),0.251392,0.288853,0.026324,0.141458,0.0448723,9.42998e-005,0.0227726,0.0275771,0.00333086,0.189934,0.0033916
Piazza Mazzini Lecce (Paride81),0.203504,0.037137,0.00608542,0.499225,0.0749286,0,0.000431771,0.000140104,0,0.178197,0.000350521
Piazza dei Miracoli Pisa Italy (Massimo Catarinella),0.183239,0.543861,0.0249379,0.0944755,0.0667707,0.000787554,0.00370368,0.00137266,0.00416596,0.0766809,5.14906e-006
Piazza della Liberta Florence (MarcusObal),0.107342,0.12067,0.264889,0.0562505,0.182232,0.00173103,0.00159692,0.000100735,0.00113349,0.24242,0.0216345
Pilgrimage Church of Wies Germany (Mattana),0.237593,0.39443,0.0262546,0.238219,0.097675,0,5.55556e-006,0.00481389,0.0001,0.000773148,0.000137037
Place de la Nation Paris (Siren-Com),0.183251,0.439808,0.0481423,0.0969138,0.100643,0.000466491,0.00243009,0.018056,0.000107711,0.0889408,0.0212408
Place des Victoires Paris (Sailko),0.184705,0.039401,0.0385375,0.505576,0.0206589,5.72917e-006,0.000249479,0.000679167,0.001125,0.208898,0.000164583
Ponce de Leon Inlet Light Florida (ErgoSum88),0.0206437,0.30264,0.0412834,0.029319,0.0532508,0.0102413,0.00385924,0.00314608,0.147802,0.384613,0.00320109
Pont de Normandie France (Urban),0.149423,0.57719,0.0971607,0.0959286,0.0519107,5.95238e-006,1.78571e-005,0.00104167,1.19048e-005,4.7619e-005,0.0272619
Porta Sempione Milan (Tobia09),0.152216,0.322155,0.162179,0.157385,0.0351999,2.09716e-005,0.00049224,0.000320114,4.47131e-005,0.16031,0.00967702
Porte Saint-Denis Paris (Coyau),0.175772,0.274603,0.146538,0.264169,0.0452469,0.000125003,0.00608413,0.00064512,0.00481299,0.0788114,0.00319256
Porte Saint-Martin Paris (Vincent de Groot),0.247921,0.00990879,0.208039,0.151679,0.0125269,0.000201078,0.0452342,0.00700249,0.00261194,0.309216,0.0056592
Portland Observatory Portland (Econrad),0.0194283,0.0269534,0.00947952,0.139444,0.0281245,0,0.108354,0.0121066,0.121155,0.534508,0.000447591
Puerta de San Esteban (Ipintza),0.177598,0.0197585,0.150535,0.302825,0.167378,1.39495e-006,0.00207419,0.00155517,0.000144676,0.174127,0.0040032
Puerta de Toledo Madrid (Luis Garcia),0.0180748,0.344079,0.0750687,0.378056,0.0247002,0.000234255,0.0515348,0.0151479,0.000595552,0.0922542,0.000254086
Puerta de Trujillo (Cruccone),0.213115,0.316198,0.0853116,0.33906,0.0265005,0.000211382,0.000572446,3.51678e-005,0.000305997,0.0163722,0.00231807
Pukara de Quitor Chile (bitacoreta),0.0272184,0.0572314,0.831148,0.0026888,2.44141e-006,8.13802e-007,0.043689,0.0014917,0.0365251,4.06901e-006,0
Rainbow Bridge Utah (Jason Hickey),0.00583718,0.0156498,0.402204,0.00116881,0.000184085,0.0583943,0.0520356,0.00522846,0.291423,0.157495,0.0103796
Rani ki vav Gujarat India (Azaz sayyad),0.272859,0.235602,0.0154406,0.327283,0.00100199,0,0.0670636,0.0167631,0,0.0639865,0
Reliance Building Chicago (J. Crocker),0.150325,0.152051,0.111656,0.270399,0.072173,0.000482253,0.0258632,0.0110705,0.00428587,0.200582,0.00111175
Richard Coeur de Lion London (Richard Coeur de Lion),0.030124,0.0016753,0.452541,0.0870984,0.10675,0.0192439,0.000360568,0,6.14068e-005,0.00790416,0.294241
Roman amphitheater Lecce (Marzoide88),0.0477161,0.0528052,0.00371771,0.844848,0.015913,0,0.000878125,0.00400573,0,0.0292021,0.000913542
Roman arch Spain (Lancastermerrin88),0.321853,0.27815,0.134088,0.203073,0.0388349,0,0.000950283,0.0183805,0.00129361,0.00295964,0.00041665
Royal Palace of Turin (Fredericks),0.122556,0.526416,0.000855057,0.227046,0.0772061,0,1.00312e-005,0.000874979,0.00010003,0.0446704,0.000265333
Salt Cathedral of Zipaquira Cundinamarca Colombia (Novoaparra),0.632545,0.279291,0.0237199,0.00426043,0.0138203,0.0170949,1.80344e-005,0.0141182,0.00147081,0.0132813,0.000379724
San Petronio Basilica Bologna (Biopresto),0.205383,0.0228665,0.0706995,0.39606,0.0147981,6.63156e-005,0.013235,0.00306324,0.00194559,0.270943,0.000940811
Sant'Agostino Rome (Arch2all),0.0579266,0.000120883,0.0817081,0.34192,0.00514792,0.00169529,0.0350297,0.00275821,3.96444e-005,0.464473,0.00918125
Silas Deane House Connecticut (Daderot),0.298765,0.2364,0.0416695,0.136653,0.239238,2.24022e-005,0.00492211,0.00263846,0.00121135,0.0364741,0.00200569
Sowjetisches Ehrenmal (Chrissy85),0.115901,0.253545,0.324407,0.0549862,0.154427,9.87519e-006,0.00121916,0,1.9321e-006,0.0499118,0.0455906
St. Dominic Church Macau China (Whhalbert),0.182679,0.169482,0.161786,0.083156,0.144692,0.000853221,0.000499725,0.00128202,0.00896016,0.0298347,0.216775
St. Louis of the French Rome (Maros M r a z),0.291181,0.00649887,0.0797394,0.376786,0.00989478,0.000351118,0.00750812,0.00167892,0.000503981,0.225796,6.12156e-005
Standing Stones of Stenness Scotland (Srvban),0.0029899,0.297744,0.0299593,0.112223,0.201127,0.00176881,0.000389128,8.6135e-006,0.000564944,0.178919,0.174306
Statue of Winston Churchill London (Mistvan),0.0330728,7.24915e-007,0.014212,0.217845,0.424708,0,0.00399863,0.000204426,1.6673e-005,0.2996,0.00634156
Stoclet Palace Brussels (Dimsfikas),0.125969,0.0722526,0.0895235,0.489112,0.134638,1.52686e-005,0.000734894,0.000524888,0.000371327,0.0456087,0.0412493
The Great Buddha of Kamakura Japan (Dirk Beyer),0.185376,0.0586224,0.0280921,0.229066,0.135234,0.000186602,0.00319831,0.000417074,9.6639e-005,0.341152,0.0185595
The Great Sphinx at Giza Egypt (Berthold Werner),0.00123821,0.389314,0.398955,0.00254226,0.000310078,0.0137072,0.00161172,1.46847e-005,0.000124371,0.00344222,0.18874
The Great Wall of China (Nicolas Perrault III),0.0319332,0.278831,0.0373074,0.0172762,0.496635,0.0108135,0.0044148,0.00205409,0.00031733,0.101472,0.0189451
The Valle de los Caidos (Pablo Forcen Soler),0.115521,0.525569,0.0294533,0.140514,0.0940326,2.54313e-006,0.0010004,0.00157706,0,0.090519,0.00181166
Town Hall of Bremen (AssetBurned),0.257506,0.0571062,0.135869,0.17411,0.050025,0.000745833,0.00861875,0.0100021,0.00383333,0.296958,0.005225
Turin Cathedral (moi-meme),0.186886,0.0204311,0.0913069,0.214545,0.0251238,7.75905e-006,0.00182182,0.00258376,4.65543e-005,0.456764,0.000482613
Wainwright Building Missouri (Holger.Ellgaard),0.226645,0.142804,0.475877,0.110487,0.00175933,0.0198185,0.00333004,0.00206367,0.00159112,0.0104587,0.00516637
