Kaiser Wilhelm Denkmal (Dschazz),0.00144162,0.00630193,0.000913324,0.0010351,0.000363539,0.000122373,0.00519938,0.00179441,7.81996e-005,0.00328916,1.49236e-005,0.000281757,8.77507e-005,0.00879238,0.00238539,0.0778898,0.00865867,0.00783071,0.00339243,0.00199618,0.00143326,0.000580229,0.00571812,0.00270177,0.00103271,0.00385685,0.000422636,0.00144759,0.000959288,0.00774236,0.00529728,0.056921,0.00346108,0.00665712,0.00211139,0.00197648,0.000448902,0.000192216,0.00536772,0.00305158,0.000231614,0.00276027,6.86485e-005,0.000462631,0.000262058,0.00702364,0.00292741,0.0729883,0.00511282,0.0126003,0.00228689,0.00207319,0.000832139,0.000355181,0.00464362,0.00270833,0.000407116,0.00469198,0.000179083,0.000906757,0.00045308,0.00805993,0.00437679,0.0603038,0.0157754,0.0102549,0.00574021,0.00280325,0.00342049,0.000914518,0.0067389,0.00285041,0.00172338,0.00619628,0.000831543,0.00320559,0.00203319,0.00714422,0.00857748,0.0317813,0.0163945,0.011915,0.0050788,0.00335602,0.00202841,0.000673352,0.00689052,0.00318111,0.00187918,0.00630611,0.000561724,0.00208154,0.00216691,0.00652698,0.00958274,0.0313682,0.0144454,0.0117138,0.00569484,0.00264745,0.0022857,0.00079692,0.00558799,0.00235076,0.00115091,0.00536712,0.000625597,0.00244866,0.00151445,0.00725764,0.00834408,0.0377597,0.0177412,0.00959288,0.00717586,0.00295129,0.00385805,0.000938395,0.00825752,0.00244568,0.00167383,0.00706184,0.000887655,0.00386163,0.00230719,0.0073245,0.00965437,0.0242592,0.0160733,0.0109676,0.00592884,0.00303904,0.00299308,0.000694245,0.0088467,0.00250597,0.00173591,0.00814171,0.000623209,0.00299128,0.00251433,0.00695141,0.0114745,0.0245099
Leaning Tower of Pisa  (NotFromUtrecht),0.0057371,0.0045423,0.00296643,0.00243344,0.00164666,0.000756709,0.00657487,0.00380474,0.000553855,0.00475462,0.000244974,0.00242473,0.00133574,0.0089039,0.00698989,0.057071,0.00967944,0.00817603,0.00554586,0.00223963,0.00170309,0.000691942,0.00802917,0.0027597,0.000728952,0.00702168,0.000318079,0.00217244,0.00139459,0.0112862,0.0089422,0.0400519,0.00685519,0.00622156,0.00353152,0.00253468,0.00188954,0.000826855,0.0075588,0.00365837,0.000668165,0.00617793,0.000255625,0.00255835,0.00138684,0.00979639,0.00756117,0.0492599,0.00723524,0.00652,0.00341452,0.00318918,0.00201326,0.00104563,0.00679876,0.00441798,0.000597158,0.00539567,0.000274883,0.0029044,0.00131272,0.00914748,0.00684895,0.0496251,0.0113124,0.00918234,0.00787204,0.00225356,0.00223462,0.000709855,0.0100509,0.00218535,0.000825403,0.00830578,0.000408183,0.00242946,0.00163569,0.0134287,0.0102222,0.0276844,0.00847775,0.00695347,0.00458533,0.00281258,0.00274679,0.00100916,0.00852956,0.00348322,0.000920939,0.00751846,0.000404955,0.00323964,0.00186356,0.0118455,0.00853305,0.037817,0.0104031,0.00908158,0.00501578,0.0025903,0.00238492,0.000856226,0.00811174,0.00303082,0.000807328,0.00723319,0.000361006,0.00286008,0.00166608,0.00986153,0.00899132,0.0374859,0.0126651,0.0116367,0.00708935,0.00223382,0.00222117,0.000661656,0.00941311,0.00197862,0.000946115,0.00906125,0.000407968,0.00241747,0.00176022,0.0115329,0.0109323,0.0257831,0.0107781,0.00882832,0.00612672,0.00262699,0.0023251,0.000841057,0.00935076,0.00289811,0.000858055,0.0090988,0.000372195,0.00284388,0.00170212,0.0115538,0.00816,0.032377
Liberty Hall Georgia (Ezratrumpet),0.0164026,0.010676,0.00622813,0.00312917,0.0027224,0.000913542,0.00938438,0.00327917,0.00247396,0.00896719,0.000799479,0.00319115,0.00284375,0.00794219,0.0105948,0.020524,0.0176167,0.00766094,0.00800312,0.00307292,0.00375677,0.00133281,0.00769531,0.00350417,0.00269479,0.006725,0.00127031,0.00428125,0.00263177,0.00929687,0.00759688,0.0229323,0.00971042,0.00768333,0.00388698,0.00317135,0.00241406,0.000966146,0.00694583,0.00377708,0.0012349,0.0056125,0.000525521,0.00278281,0.00187083,0.0087724,0.00861198,0.0421057,0.0148714,0.0128318,0.00691562,0.00234062,0.0020974,0.000647396,0.0091276,0.0021401,0.00113802,0.00756094,0.000449479,0.00237344,0.00171406,0.00901042,0.0112438,0.0256099,0.0168635,0.0104344,0.00689688,0.0025901,0.00301823,0.000853646,0.00918177,0.0023651,0.00181302,0.00836146,0.000804687,0.00339583,0.00245521,0.00836146,0.0103552,0.0223214,0.0173349,0.0120401,0.00553177,0.00208385,0.00316719,0.000828125,0.00784375,0.00196771,0.00150781,0.0064849,0.000778646,0.00315573,0.00203125,0.00760833,0.0113672,0.0263406,0.0186422,0.0122786,0.00716458,0.00275729,0.00163021,0.000848438,0.00698229,0.00246875,0.00179948,0.00718906,0.000727604,0.00203021,0.00214167,0.00877083,0.0103021,0.0243385,0.0194766,0.00965729,0.00770312,0.00303594,0.00307344,0.00125677,0.00712344,0.0026974,0.00240104,0.00718125,0.00119792,0.00328073,0.00258177,0.00831615,0.00928698,0.0218021,0.0199302,0.00848125,0.00679323,0.00347969,0.00410104,0.00139479,0.00706667,0.0032724,0.0030375,0.00718125,0.001375,0.00407604,0.00313906,0.00717708,0.0084625,0.0211042
Louvre piramid Paris (Alvesgaspar),0.00384964,0.00608016,0.00128497,0.00137335,0.000637468,0.000359123,0.0032251,0.00239084,0.000323339,0.00277461,0.000114729,0.00120905,0.000428904,0.0059039,0.00353597,0.0771916,0.00283624,0.00461765,0.000965755,0.000975057,0.000469499,0.000213925,0.00294111,0.00188336,0.000203158,0.00184666,8.29767e-005,0.000888964,0.000272206,0.00459029,0.00286629,0.0850296,0.00312842,0.00449843,0.0011197,0.00103494,0.000630229,0.000256811,0.00322313,0.00194746,0.000233398,0.00210461,9.48894e-005,0.00105304,0.00033012,0.00500733,0.00293433,0.0830859,0.0113246,0.0113398,0.00483757,0.00190723,0.00168982,0.000461206,0.00839123,0.0018615,0.000824132,0.00658829,0.000271152,0.00180047,0.00140717,0.00834193,0.0114016,0.0382351,0.0119931,0.00998667,0.00529429,0.00202306,0.00184441,0.000617308,0.00728019,0.00223836,0.00115471,0.00627077,0.000491537,0.00214457,0.00149803,0.00801035,0.00982186,0.0400136,0.0127763,0.00962205,0.00522767,0.00196771,0.00236917,0.000561868,0.00819339,0.0019327,0.0008179,0.00647631,0.000366179,0.00236655,0.00147218,0.00882458,0.00959107,0.0381172,0.0142649,0.0114759,0.0076252,0.00229916,0.00247377,0.000522006,0.0114905,0.00176739,0.000981563,0.00973178,0.00033855,0.00249847,0.00180615,0.0102743,0.0109401,0.0221931,0.0154888,0.0104541,0.00821653,0.00256962,0.00246034,0.000766309,0.00996513,0.00240193,0.00163273,0.00939488,0.000674993,0.00272412,0.00213733,0.00989654,0.0100089,0.0218906,0.0147155,0.0101266,0.00768004,0.00222653,0.00318949,0.000622486,0.0107827,0.00172318,0.000982113,0.00958278,0.000435318,0.00310913,0.00182549,0.0109682,0.00979276,0.0229205
Monastery of Batalha (pereiraalexandre20),0.0111872,0.00903066,0.00333913,0.00273387,0.00367737,0.00152588,0.00498835,0.00345612,0.00215403,0.00554403,0.00120417,0.00414403,0.00281398,0.00715129,0.00898997,0.0375493,0.0132256,0.00661469,0.00558217,0.00291189,0.00398127,0.00144196,0.00708135,0.00391515,0.00228373,0.00510152,0.00148392,0.00428009,0.00271734,0.00673167,0.00984192,0.0322952,0.0125542,0.00401815,0.00418218,0.00317128,0.00553258,0.00191243,0.00599416,0.00460307,0.00282288,0.00397364,0.0018781,0.00577291,0.00352732,0.00587082,0.00830714,0.0353686,0.0147552,0.00707118,0.00621668,0.00265503,0.00438054,0.00150808,0.00698217,0.00319926,0.00234985,0.00632858,0.00137711,0.00453949,0.00253677,0.00892766,0.00739924,0.0292625,0.0174751,0.00682449,0.0071818,0.00256983,0.00563176,0.00155767,0.00810369,0.00318909,0.00293223,0.00693258,0.0014801,0.00550715,0.00273514,0.00789897,0.00785446,0.0216153,0.0159594,0.00773493,0.00565974,0.00327174,0.00435003,0.00157801,0.00699488,0.00374222,0.00281398,0.00680033,0.00135295,0.00440979,0.00288391,0.00702922,0.00843811,0.0264702,0.0200424,0.0108999,0.00606791,0.00269063,0.00350062,0.0015831,0.00566228,0.00283178,0.00242615,0.00540034,0.00157674,0.00366338,0.00246429,0.00696691,0.00999451,0.0237185,0.0189679,0.0095164,0.00588862,0.00263596,0.00456492,0.00144831,0.00679525,0.00279363,0.00240199,0.00621668,0.00155767,0.00464503,0.00248845,0.00694656,0.00954564,0.0230764,0.0192528,0.0109634,0.00570806,0.00282033,0.00395203,0.00115331,0.00748316,0.00292842,0.00229899,0.00621541,0.00113551,0.00393295,0.00248337,0.00541941,0.0114848,0.0222575
National Museum of Art of Romania (Laurap),0.00540106,0.0062533,0.00273219,0.00172296,0.00143668,0.000521108,0.00700132,0.00277704,0.00127704,0.0038562,0.000461741,0.00141029,0.001281,0.00544063,0.00992876,0.0576675,0.00201979,0.00219393,0.00115699,0.00122955,0.000572559,0.000183377,0.00481135,0.00258971,0.00019657,0.0011715,7.65172e-005,0.00085752,0.000440633,0.00371636,0.00603958,0.0819129,0.00330739,0.00349472,0.00190106,0.00162929,0.000807388,0.000325858,0.00485752,0.00285488,0.000398417,0.0021504,0.000192612,0.00101319,0.00058971,0.00538918,0.00617546,0.0740818,0.0100092,0.00766359,0.00897625,0.00156728,0.00429683,0.000771768,0.0125383,0.00155937,0.000908971,0.00741293,0.000432718,0.00352507,0.00178892,0.0147652,0.00902507,0.0239274,0.0101187,0.010029,0.00561741,0.00147493,0.00244327,0.000534301,0.0119024,0.00133377,0.000613456,0.0062467,0.000360158,0.00225858,0.00130475,0.0103483,0.0120594,0.0325237,0.0138707,0.00725462,0.00601583,0.00249736,0.00237335,0.0010343,0.00734565,0.00276781,0.00181135,0.00562797,0.000952507,0.00271504,0.00197625,0.00714908,0.00798153,0.0377955,0.0200515,0.0136992,0.00531003,0.00281135,0.00172955,0.000705805,0.0053153,0.00219789,0.00158443,0.00528364,0.000550132,0.00189182,0.00215831,0.00649208,0.0118588,0.027529,0.0179472,0.0122968,0.00740501,0.00241293,0.00193536,0.000891821,0.00719261,0.00199208,0.00141293,0.00656332,0.000692612,0.00263984,0.00190897,0.0085,0.0115343,0.023843,0.0161438,0.0164512,0.00353694,0.00323879,0.00170976,0.000676781,0.00661873,0.00281003,0.00183245,0.0077467,0.000514512,0.00210686,0.00220976,0.00515567,0.0165778,0.0218391
Philopappos Monument (Templar52),0.00575684,0.00378906,0.00226156,0.00189779,0.00239909,0.000926921,0.00483887,0.00334229,0.00108073,0.00391846,0.000506185,0.00276855,0.00183838,0.00861491,0.00672363,0.0590633,0.0136646,0.00884521,0.00490153,0.00266276,0.00312419,0.00133708,0.00675293,0.00324056,0.00188477,0.00597005,0.000959473,0.00361654,0.00222493,0.00789551,0.00977214,0.0328743,0.00660807,0.00375,0.00262858,0.00215007,0.00262044,0.000901693,0.00674886,0.00373617,0.00106934,0.00438639,0.000550944,0.00296468,0.00186035,0.00740316,0.00767497,0.0546729,0.00983154,0.00541748,0.00484782,0.0019165,0.00285319,0.00104655,0.00582275,0.00289063,0.00126953,0.00427002,0.00077474,0.00305583,0.00152832,0.00790283,0.00622314,0.0500757,0.0157593,0.00866536,0.00745687,0.00243652,0.00361979,0.00142985,0.00865479,0.00289795,0.00194336,0.00725993,0.00127686,0.00401286,0.00220296,0.00972331,0.0086792,0.0237077,0.0139201,0.00675293,0.00531738,0.00236735,0.0031722,0.00123942,0.00787923,0.00307373,0.00186442,0.00739746,0.00101563,0.00356038,0.00205973,0.00808757,0.00748779,0.0345312,0.0143302,0.00731038,0.0086141,0.00271891,0.00443034,0.00161458,0.00802002,0.00305339,0.00187581,0.00655518,0.00120687,0.00450114,0.00220459,0.0102466,0.00742757,0.0256169,0.0164762,0.00805094,0.00667155,0.00315999,0.00423747,0.001521,0.00776204,0.00340576,0.00243978,0.0072168,0.00128092,0.00433187,0.00266276,0.00795085,0.00835205,0.0242065,0.0166862,0.00874105,0.00536051,0.00336263,0.0038387,0.00149251,0.00710856,0.00338623,0.0027889,0.00826742,0.00119873,0.00394531,0.00291016,0.00757406,0.00902018,0.0240454
Quinta Vergara Vina del Mar Chile (Dario Alpern),0.00179845,0.00361409,0.000957564,0.000575771,0.000151412,6.35959e-005,0.00277385,0.000782947,0.000118925,0.00129664,2.14645e-005,0.000166712,0.000144305,0.00378406,0.00239141,0.0920816,0.00424562,0.00467375,0.00179018,0.000726965,0.000458586,0.000134516,0.00423076,0.000933053,0.000243941,0.00234326,7.66486e-005,0.00042697,0.000343722,0.00449123,0.00590941,0.0796942,0.00218952,0.00321801,0.00109324,0.000620368,0.000186872,9.38347e-005,0.0034196,0.000893388,0.000138577,0.00143812,4.77875e-005,0.000205146,0.000159243,0.00354948,0.00325376,0.0902158,0.00689127,0.0081125,0.00570622,0.00157271,0.00073893,0.000314861,0.00934221,0.00219047,0.000347203,0.00514126,0.000122696,0.000829719,0.000564821,0.0101468,0.00944743,0.0492537,0.00878768,0.0083581,0.00613283,0.00149795,0.00142601,0.000407245,0.0100188,0.00200773,0.000622833,0.00654936,0.000267146,0.00135589,0.000850168,0.011476,0.00953372,0.0414313,0.00755928,0.00902423,0.00460131,0.00168221,0.000856477,0.000338066,0.00926977,0.00223688,0.00040449,0.00750301,0.000136691,0.000942915,0.000687299,0.0107539,0.00959811,0.0451282,0.00736798,0.00812265,0.00776283,0.00149265,0.00133406,0.000400139,0.0101142,0.00201099,0.000213847,0.00519194,0.000155835,0.00120375,0.000422619,0.014016,0.00757849,0.0433348,0.00720961,0.00801685,0.00558541,0.00136989,0.00178076,0.000329944,0.0106612,0.00179171,0.000247857,0.00672252,0.000130817,0.00139686,0.00051058,0.0121874,0.00788269,0.0448987,0.00623435,0.0089201,0.00400545,0.0014387,0.00126242,0.000285637,0.0123686,0.0019305,0.000225595,0.00905679,9.07165e-005,0.00112377,0.00052356,0.0121704,0.00886665,0.0422195
Royal Palace of Caserta (Tango7174),0.00763235,0.020134,0.00432353,0.00482843,0.000696078,0.000857843,0.00658007,0.00599837,0.000191176,0.00726471,7.84314e-005,0.00148529,0.000261438,0.00731536,0.00526307,0.0364428,0.00944118,0.0193725,0.00455392,0.0060768,0.000745098,0.00104412,0.0049902,0.00716013,0.000212418,0.00591013,8.49673e-005,0.00175,0.000297386,0.00703595,0.0024281,0.03825,0.00781536,0.0186503,0.00284314,0.00432026,0.000601307,0.000960784,0.00323203,0.00482026,0.000236928,0.00784314,4.73856e-005,0.00164379,0.000330065,0.0107402,0.00228595,0.042982,0.0141683,0.0135,0.00514706,0.00250817,0.00252778,0.000929739,0.00640033,0.00225817,0.00108987,0.00600163,0.000593137,0.00262745,0.00158333,0.0065719,0.0109951,0.032451,0.0143382,0.00880882,0.0044951,0.00192647,0.00355229,0.000929739,0.00653268,0.00198856,0.00147222,0.00453431,0.000859477,0.00317484,0.00199673,0.00657843,0.0126503,0.0355147,0.0138578,0.00974183,0.00426471,0.00184967,0.00272059,0.000803922,0.00647712,0.00188562,0.00122222,0.00516993,0.000714052,0.00257843,0.00151797,0.00693627,0.0127663,0.0368464,0.0188235,0.0100882,0.00587092,0.00311765,0.00246569,0.00151307,0.00511928,0.00302614,0.00226307,0.00621078,0.00118791,0.0030866,0.00252124,0.00813562,0.00865196,0.0272712,0.0177859,0.0110752,0.00461928,0.00347712,0.00302288,0.0014183,0.00557353,0.00348529,0.00236928,0.00552451,0.00107516,0.00363072,0.0028317,0.00604902,0.0100016,0.0274134,0.0180441,0.0121699,0.00478268,0.0036585,0.00314216,0.0013366,0.00593791,0.00368627,0.00258987,0.0061732,0.00111765,0.00354575,0.00314052,0.00519118,0.0114232,0.0234134
Tottenham High Cross (Fin Fahey),0.0118512,0.00752717,0.00329144,0.00346128,0.00382812,0.00136889,0.00584579,0.0042697,0.00200408,0.0054144,0.000862772,0.00441916,0.00284647,0.0076087,0.00770041,0.0359239,0.0131895,0.00662024,0.00431386,0.00361073,0.00449389,0.00157609,0.00613111,0.00423234,0.0021875,0.00514606,0.00109715,0.00486753,0.00267663,0.00709918,0.00744905,0.0335326,0.0120007,0.00681386,0.00355299,0.00394022,0.0042697,0.00140965,0.00605299,0.00453125,0.00192595,0.00484375,0.000798234,0.00440217,0.00258492,0.00689878,0.00756114,0.0366372,0.0165319,0.0088553,0.00516984,0.0033356,0.00461957,0.0016678,0.0059409,0.00382133,0.00253397,0.00605978,0.00117188,0.0053125,0.00258832,0.0073913,0.00715693,0.0260666,0.0167323,0.00708899,0.00629416,0.00265965,0.00637908,0.00137568,0.00761889,0.00296875,0.00214674,0.00664062,0.00116168,0.00628736,0.00225543,0.00772758,0.0069803,0.0239063,0.0166984,0.00779212,0.00552989,0.00305027,0.00609035,0.0014572,0.00647079,0.00334239,0.00231658,0.00606658,0.00117867,0.00580503,0.00246943,0.00735054,0.00745924,0.0251461,0.0181182,0.00917459,0.00574728,0.0026053,0.00488791,0.00127717,0.0068784,0.00282269,0.00220788,0.00580163,0.00132473,0.00501698,0.00282948,0.00644701,0.00887568,0.0242086,0.0184239,0.0098947,0.00529891,0.00255774,0.00533967,0.00127717,0.00655571,0.00243207,0.00206522,0.00563859,0.00111073,0.00546196,0.00267663,0.00609375,0.00960598,0.0237908,0.018091,0.0105707,0.00571671,0.00251019,0.00521399,0.00137908,0.00629076,0.00220448,0.00190557,0.00579823,0.00113451,0.00502717,0.00216712,0.00717731,0.00999321,0.0230435
Trento Cathedral (Markus Bernet),0.0031258,0.00191397,0.0010499,0.000679579,0.000538885,0.000212368,0.00112821,0.00087071,0.000621177,0.00121581,0.000189804,0.00050172,0.000557467,0.00145605,0.00166576,0.0938416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109569,0.00389829,0.00344169,0.00185291,0.000683561,0.000761871,0.000242896,0.00229225,0.000711434,0.000435355,0.00203077,0.000212368,0.000877347,0.000481811,0.00231216,0.00251524,0.0868188,0.0138929,0.0109834,0.00504109,0.00193786,0.00335277,0.00063445,0.00665377,0.00161533,0.00115873,0.00619319,0.000459247,0.0029997,0.00192193,0.0072484,0.009976,0.0355,0.011079,0.00811778,0.0031112,0.00146003,0.00266124,0.000645069,0.0063538,0.00152507,0.00108706,0.00615735,0.000483138,0.00290546,0.00158082,0.00489774,0.00771428,0.0497898,0.0115303,0.00907742,0.00349346,0.00183168,0.00244356,0.000603922,0.00588128,0.0017454,0.0013127,0.00618257,0.000424737,0.00251922,0.00154365,0.00568616,0.00866596,0.0466268,0.0155706,0.0101406,0.00639892,0.00262939,0.00397129,0.000877347,0.00863941,0.00225641,0.00157683,0.00794656,0.00063976,0.00363415,0.00207325,0.00918228,0.00856508,0.0254669,0.0168129,0.0109914,0.00555741,0.00247807,0.00411862,0.000869383,0.0076081,0.00216881,0.0015702,0.00697763,0.000708779,0.0037045,0.0023188,0.00730282,0.0104751,0.0259063,0.0157365,0.00995344,0.00618523,0.00253382,0.00444115,0.000834873,0.0101379,0.00222323,0.00153702,0.00709841,0.000728689,0.00396465,0.00200024,0.00727362,0.0091836,0.0257364
Tuskegee University (US Library of Congress),0.00181873,0.00490166,0.000891408,0.00133494,0.000635088,0.000128432,0.00666053,0.00178771,0.000195914,0.00203533,2.3945e-005,0.00047618,0.000265572,0.0076586,0.00331584,0.077386,0.00179152,0.00497948,0.000826648,0.00125875,0.000559987,0.000128432,0.00587578,0.00162391,0.000179588,0.0018035,2.23124e-005,0.00039727,0.000223668,0.0071095,0.00268511,0.0800504,0.00229546,0.00603143,0.00128432,0.00157711,0.000592095,0.000155643,0.00654842,0.00202716,0.000199179,0.00211369,2.23124e-005,0.000482166,0.000231831,0.00694243,0.00310687,0.0759057,0.0123616,0.0141787,0.00598517,0.00232648,0.00142854,0.000395093,0.00837097,0.00175887,0.000515362,0.007645,0.000172513,0.00169901,0.000998617,0.00959869,0.00758132,0.0344999,0.0134098,0.0155599,0.00553892,0.00218879,0.00131045,0.000304755,0.00762758,0.00158799,0.000484887,0.00731847,0.000155098,0.00138936,0.000933312,0.00814566,0.00868062,0.0348803,0.0152252,0.015555,0.00632149,0.0023009,0.00125058,0.000346659,0.00824797,0.00169248,0.000580123,0.00766948,0.000162717,0.00133276,0.00107753,0.00798839,0.00927652,0.030488,0.0145863,0.0126087,0.00665998,0.00221546,0.00136323,0.000364073,0.00899735,0.00160921,0.000758622,0.00796825,0.000248158,0.00171261,0.00141058,0.00919054,0.0121325,0.0276903,0.014145,0.0144846,0.00611632,0.00211968,0.0014699,0.000365706,0.00818539,0.00153792,0.000734133,0.00762323,0.000250879,0.00169248,0.00137684,0.00839491,0.013499,0.0275199,0.0161302,0.0162647,0.00621646,0.00219696,0.0010563,0.000340672,0.00728745,0.00155262,0.000672638,0.00705508,0.000196458,0.0012446,0.00122337,0.00767221,0.0126778,0.0277283
Villa della Regina Turin (Marco Plassio),0.0051833,0.0069099,0.00280604,0.00228428,0.00144225,0.00046444,0.00680252,0.00321078,0.000380337,0.00495603,9.51157e-005,0.00132536,0.000618127,0.00983646,0.00449284,0.0598272,0.00391163,0.00599867,0.00226763,0.00226863,0.00142386,0.000458683,0.00670928,0.00340689,0.000302868,0.00419435,6.50791e-005,0.0012534,0.000476705,0.00959329,0.00379299,0.0645111,0.00437832,0.00652844,0.0024904,0.0025272,0.00151397,0.000512248,0.00717135,0.00367021,0.00035368,0.00459596,7.18374e-005,0.00140433,0.000560557,0.00989929,0.00452162,0.0604356,0.0139362,0.0120973,0.00703055,0.00262644,0.00164024,0.00053853,0.00951695,0.00196026,0.000818871,0.0089216,0.000301492,0.00192271,0.00162272,0.0101259,0.0111647,0.0264105,0.013476,0.0109696,0.00748485,0.00232345,0.00224798,0.000507742,0.0108193,0.00168968,0.000754793,0.00870671,0.00030024,0.00235374,0.00166966,0.0107336,0.0113732,0.0252245,0.0141999,0.0124175,0.00673707,0.00259966,0.00181508,0.000546039,0.00917378,0.00198829,0.00080185,0.00853776,0.000303369,0.00201019,0.00166915,0.00985999,0.0116228,0.0263527,0.015818,0.0108775,0.00880608,0.00227877,0.00127505,0.000543035,0.00924749,0.00175413,0.000928254,0.00850459,0.000422138,0.00162685,0.00159744,0.0109333,0.0108968,0.0251257,0.0165673,0.0127156,0.00822287,0.00257063,0.00167328,0.00054679,0.00944035,0.00166377,0.00100034,0.00951958,0.000389098,0.0019102,0.00186727,0.00969767,0.0110068,0.0218436,0.0140107,0.011837,0.00734318,0.00256212,0.00144325,0.000434904,0.0105568,0.00186977,0.000914737,0.00979917,0.000300115,0.00174487,0.00181245,0.00969529,0.0122118,0.0240988
Wupatki National Monument Arizona (Stephen M Alden),0.011208,0.00652985,0.00333722,0.00233909,0.00252332,0.00107976,0.00591651,0.00332556,0.00198461,0.00378032,0.000928172,0.00278218,0.00213619,0.0051819,0.0109375,0.044368,0.00711521,0.00567164,0.00185168,0.00161381,0.00145056,0.00058069,0.00412547,0.0022458,0.00127332,0.00332323,0.000501399,0.00160448,0.00166278,0.00785448,0.00864739,0.0588363,0.00342584,0.00423741,0.000440765,0.000806903,0.00066931,0.000240205,0.00163713,0.00112407,0.000548041,0.00228778,0.00015625,0.000811567,0.000914179,0.00815299,0.00528685,0.0776189,0.0198671,0.0114156,0.00496269,0.00322295,0.00273554,0.00172575,0.00494869,0.00380131,0.00363106,0.00555037,0.00173974,0.00285215,0.0030597,0.00578825,0.0111824,0.021875,0.0202915,0.0120686,0.00519356,0.0033209,0.00284282,0.00177472,0.00523554,0.00369869,0.00349114,0.00642724,0.00145056,0.00291511,0.0029361,0.00562733,0.0102146,0.0208699,0.0206786,0.0146012,0.00486241,0.00326959,0.00230644,0.00153218,0.00509095,0.00306203,0.00277985,0.00660681,0.00128731,0.00245569,0.00267724,0.00542444,0.0106786,0.0210448,0.0194706,0.010569,0.00522388,0.00323461,0.00309468,0.00174907,0.00510494,0.00357043,0.00310168,0.00573694,0.00144823,0.00357976,0.0029944,0.00641325,0.00850047,0.0245662,0.018687,0.0106203,0.00485075,0.00339552,0.00296875,0.00145522,0.00535448,0.00373834,0.00264925,0.00572994,0.00135961,0.00347248,0.00313666,0.00579757,0.00955457,0.0255877,0.0182276,0.0102729,0.00502332,0.00339319,0.0033792,0.00172108,0.00567631,0.00390858,0.00334188,0.00611474,0.00149953,0.00372201,0.00315299,0.00601912,0.00884328,0.0240625
Wurzburg Residence Germany (Rainer Lippert),0.014812,0.00575646,0.00376781,0.00315146,0.00422252,0.00292877,0.00399049,0.00515313,0.00309575,0.00396314,0.00209341,0.00557731,0.00284654,0.00641802,0.00666672,0.0357496,0.0157393,0.00685571,0.00397064,0.00303069,0.00407623,0.00255096,0.00417798,0.00472877,0.0029613,0.00403103,0.00190025,0.00509308,0.00278532,0.00617681,0.00753828,0.0345768,0.0148332,0.00570659,0.00386639,0.00315913,0.00419133,0.00282052,0.00397498,0.0051588,0.00305972,0.00392677,0.00214562,0.00548324,0.00284637,0.00637865,0.00678215,0.0358597,0.0181828,0.0107079,0.00496681,0.00251293,0.00450659,0.00159216,0.00577465,0.00286989,0.00195713,0.00520017,0.00118982,0.00461668,0.0022749,0.00610876,0.0104834,0.0272485,0.0187243,0.0115043,0.00524854,0.00230626,0.00485655,0.00133978,0.00627823,0.00233611,0.00182535,0.00587857,0.00103837,0.00477698,0.00213278,0.00661818,0.01063,0.0246989,0.0184529,0.0108444,0.00486522,0.00243837,0.00463803,0.0015598,0.00573278,0.00281918,0.00191426,0.00560817,0.00113328,0.00478849,0.00217932,0.00638899,0.0101316,0.0266984,0.018644,0.0114455,0.00531093,0.00248991,0.00417731,0.00138749,0.00658499,0.0023608,0.00160367,0.0055648,0.00103953,0.00421418,0.00219466,0.00577348,0.0105024,0.0268994,0.0195139,0.012981,0.00446706,0.00253962,0.00424454,0.00140484,0.00542052,0.00231626,0.00174262,0.00547723,0.00106806,0.00422302,0.00221084,0.00567056,0.0112731,0.02564,0.0178687,0.012166,0.00428073,0.00240417,0.0040749,0.00152394,0.00522769,0.0025246,0.00165805,0.00567006,0.0010749,0.00422752,0.00201551,0.0063166,0.0101736,0.0289862
